@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute outputs_annie-1 numeric
@attribute outputs_annie-2 numeric
@attribute outputs_annie-3 numeric
@attribute outputs_annie-4 numeric
@attribute outputs_annie-5 numeric
@attribute outputs_annie-6 numeric

@data
321,'2017/02/12 13:47:13:786',9,252.658096,214.08403,4.643659,0.220487,0.035395,0.080598,13.718104,0.929024,7.444706,7.485351,3.030155,3.071016,20.289738,6.844543,0.168427,0.168427,0.168427,?,?,?
322,'2017/02/12 13:47:13:818',9,255.251068,214.08609,4.629238,0.209831,0.02988,0.080304,13.677608,0.95365,7.425147,7.475152,3.021063,3.055825,20.11784,6.858806,0.168427,0.168427,0.168427,?,?,?
323,'2017/02/12 13:47:13:840',9,255.251068,214.08609,4.629238,0.209831,0.02988,0.080304,13.677608,0.95365,7.425147,7.475152,3.021063,3.055825,20.11784,6.858806,0.168427,0.168427,0.168427,?,?,?
324,'2017/02/12 13:47:13:851',9,258.440125,213.703705,4.640603,0.222538,0.022917,0.084308,13.657415,0.959299,7.439568,7.470836,3.066987,3.106408,20.249403,6.839468,0.168427,0.168427,0.168427,?,?,?
325,'2017/02/12 13:47:13:886',9,262.266632,213.342682,4.627568,0.213756,0.017464,0.081265,13.700528,0.973462,7.460318,7.500765,3.026428,3.059314,20.258816,6.822747,0.168427,0.168427,0.168427,?,?,?
326,'2017/02/12 13:47:13:916',9,266.931244,212.458527,4.638078,0.234433,0.009866,0.077998,13.671097,0.954704,7.514374,7.542367,2.966299,2.98439,20.439669,6.843711,0.168427,0.168427,0.168427,?,?,?
327,'2017/02/12 13:47:13:952',9,272.040649,211.926376,4.622733,0.229056,0.00435,0.073925,13.937286,0.948754,7.515054,7.547143,3.016715,3.006551,20.483601,6.765812,0.168427,0.168427,0.168427,?,?,?
328,'2017/02/12 13:47:13:975',9,272.040649,211.926376,4.622733,0.229056,0.00435,0.073925,13.937286,0.948754,7.515054,7.547143,3.016715,3.006551,20.483601,6.765812,0.168427,0.168427,0.168427,?,?,?
329,'2017/02/12 13:47:13:986',9,277.505188,211.081909,4.616165,0.226354,-0.008124,0.077891,13.917783,0.968852,7.48344,7.510716,2.985088,2.983953,20.560825,6.694175,0.168427,0.168427,0.168427,?,?,?
330,'2017/02/12 13:47:14:019',9,283.283478,210.304886,4.614301,0.227758,-0.016257,0.077768,13.67056,0.979719,7.485217,7.488858,2.976832,2.950737,20.634344,6.706439,0.168427,0.168427,0.168427,?,?,?
331,'2017/02/12 13:47:14:052',9,289.176422,209.694839,4.608096,0.228553,-0.024343,0.084728,13.545249,0.975744,7.52846,7.514664,2.973063,2.948218,20.763092,6.660389,0.168427,0.168427,0.168427,?,?,?
332,'2017/02/12 13:47:14:067',9,289.176422,209.694839,4.608096,0.228553,-0.024343,0.084728,13.545249,0.975744,7.52846,7.514664,2.973063,2.948218,20.763092,6.660389,0.168427,0.168427,0.168427,?,?,?
333,'2017/02/12 13:47:14:081',9,294.803223,209.280975,4.600111,0.217064,-0.032802,0.085989,13.657847,0.993925,7.557385,7.511635,2.960321,2.916567,20.618301,6.706324,0.168427,0.168427,0.168427,?,?,?
334,'2017/02/12 13:47:14:119',9,300.400574,209.119873,4.580646,0.19619,-0.0447,0.099687,13.62919,1.045596,7.55896,7.496555,2.955359,2.945442,20.499136,6.639343,0.168427,0.168427,0.168427,?,?,?
335,'2017/02/12 13:47:14:153',9,305.859467,209.146576,4.558997,0.179246,-0.057791,0.110427,13.630075,1.079003,7.513627,7.447607,2.967606,2.973129,20.479975,6.690648,0.168427,0.168427,0.168427,?,?,?
336,'2017/02/12 13:47:14:168',9,305.859467,209.146576,4.558997,0.179246,-0.057791,0.110427,13.630075,1.079003,7.513627,7.447607,2.967606,2.973129,20.479975,6.690648,0.168427,0.168427,0.168427,?,?,?
337,'2017/02/12 13:47:14:183',9,311.228668,209.212769,4.537915,0.151683,-0.068391,0.119401,13.673967,1.129012,7.482116,7.387333,2.861863,2.875605,20.408604,6.782906,0.168427,0.168427,0.168427,?,?,?
338,'2017/02/12 13:47:14:222',9,316.848755,208.802155,4.529946,0.148725,-0.077598,0.122975,13.673503,1.157822,7.495203,7.391837,2.771812,2.788701,20.359865,6.785523,0.168427,0.168427,0.168427,?,?,?
339,'2017/02/12 13:47:14:251',9,322.475464,208.515274,4.520805,0.146032,-0.082054,0.126382,13.696171,1.134816,7.486576,7.390593,2.831761,2.850056,20.333649,6.785318,0.168427,0.168427,0.168427,?,?,?
340,'2017/02/12 13:47:14:268',9,322.475464,208.515274,4.520805,0.146032,-0.082054,0.126382,13.696171,1.134816,7.486576,7.390593,2.831761,2.850056,20.333649,6.785318,0.168427,0.168427,0.168427,?,?,?
341,'2017/02/12 13:47:14:282',9,328.03595,208.384445,4.500808,0.134995,-0.089874,0.127625,13.841096,1.147121,7.49103,7.368471,2.844805,2.854996,20.312248,6.811351,0.168427,0.168427,0.168427,?,?,?
342,'2017/02/12 13:47:14:320',9,333.537964,207.650192,4.500466,0.132528,-0.098464,0.128007,13.82436,1.179725,7.512633,7.353751,2.81099,2.82514,20.377048,6.74902,0.168427,0.168427,0.168427,?,?,?
343,'2017/02/12 13:47:14:349',9,339.267395,206.943207,4.503652,0.139464,-0.097171,0.125996,13.788739,1.160688,7.622657,7.447491,2.785535,2.786149,20.350012,6.724869,0.168427,0.168427,0.168427,?,?,?
344,'2017/02/12 13:47:14:380',9,339.267395,206.943207,4.503652,0.139464,-0.097171,0.125996,13.788739,1.160688,7.622657,7.447491,2.785535,2.786149,20.350012,6.724869,0.168427,0.168427,0.168427,?,?,?
345,'2017/02/12 13:47:14:387',9,345.153412,206.590042,4.490638,0.135184,-0.104984,0.125225,13.752439,1.175044,7.55995,7.387499,2.72385,2.713989,20.449278,6.797555,0.168427,0.168427,0.168427,?,?,?
346,'2017/02/12 13:47:14:418',9,350.818787,206.34317,4.464966,0.129144,-0.120071,0.128187,13.556389,1.172334,7.560461,7.37325,2.878991,2.875839,20.488167,6.812314,0.168427,0.168427,0.168427,?,?,?
347,'2017/02/12 13:47:14:454',9,356.167023,206.27626,4.451714,0.125371,-0.131391,0.133446,13.835891,1.18483,7.594204,7.405198,2.78364,2.795892,20.474483,6.836994,0.168427,0.168427,0.168427,?,?,?
348,'2017/02/12 13:47:14:486',9,361.278839,206.383514,4.432652,0.11639,-0.139032,0.136487,13.696914,1.17251,7.593607,7.406837,2.845121,2.865912,20.547415,6.794538,0.168427,0.168427,0.168427,?,?,?
349,'2017/02/12 13:47:14:487',9,361.278839,206.383514,4.432652,0.11639,-0.139032,0.136487,13.696914,1.17251,7.593607,7.406837,2.845121,2.865912,20.547415,6.794538,0.168427,0.168427,0.168427,?,?,?
350,'2017/02/12 13:47:14:520',9,365.837311,206.39946,4.42475,0.110945,-0.136869,0.130952,13.823392,1.182624,7.524359,7.337299,2.861425,2.886408,20.484577,6.672753,0.168427,0.168427,0.168427,?,?,?
351,'2017/02/12 13:47:14:554',9,370.242859,206.565598,4.422866,0.111539,-0.141066,0.13645,13.75181,1.163428,7.547386,7.400266,2.729435,2.76352,20.458214,6.81124,0.168427,0.168427,0.168427,?,?,?
352,'2017/02/12 13:47:14:573',9,370.242859,206.565598,4.422866,0.111539,-0.141066,0.13645,13.75181,1.163428,7.547386,7.400266,2.729435,2.76352,20.458214,6.81124,0.168427,0.168427,0.168427,?,?,?
353,'2017/02/12 13:47:14:587',9,373.540131,207.084671,4.413483,0.103127,-0.141383,0.133454,13.637973,1.18646,7.538742,7.362644,2.79855,2.829946,20.415148,6.758795,0.168427,0.168427,0.168427,?,?,?
354,'2017/02/12 13:47:14:621',9,376.294617,207.935867,4.391409,0.091653,-0.14953,0.134477,13.69811,1.216689,7.530895,7.354101,2.820067,2.875183,20.410686,6.73874,0.168427,0.168427,0.168427,?,?,?
355,'2017/02/12 13:47:14:653',9,378.779816,208.307358,4.382088,0.095572,-0.143089,0.131834,13.715894,1.186647,7.564372,7.394855,2.82904,2.889585,20.501556,6.702535,0.168427,0.168427,0.168427,?,?,?
356,'2017/02/12 13:47:14:676',9,378.779816,208.307358,4.382088,0.095572,-0.143089,0.131834,13.715894,1.186647,7.564372,7.394855,2.82904,2.889585,20.501556,6.702535,0.168427,0.168427,0.168427,?,?,?
357,'2017/02/12 13:47:14:683',9,380.605896,208.903976,4.375426,0.089352,-0.143053,0.123159,13.968947,1.230204,7.477988,7.359036,2.830021,2.897049,20.375973,6.694094,0.168427,0.168427,0.168427,?,?,?
358,'2017/02/12 13:47:14:721',9,382.675903,208.944305,4.410719,0.113993,-0.110477,0.114702,13.808276,1.110826,7.493652,7.392911,2.813321,2.869045,20.431976,6.616394,0.168427,0.168427,0.168427,?,?,?
359,'2017/02/12 13:47:14:754',9,383.703247,209.949417,4.349829,0.083391,-0.145459,0.117105,13.947565,1.217796,7.474434,7.355439,2.915244,2.997069,20.415621,6.748005,0.168427,0.168427,0.168427,?,?,?
360,'2017/02/12 13:47:14:769',9,383.703247,209.949417,4.349829,0.083391,-0.145459,0.117105,13.947565,1.217796,7.474434,7.355439,2.915244,2.997069,20.415621,6.748005,0.168427,0.168427,0.168427,?,?,?
361,'2017/02/12 13:47:14:785',9,385.823334,210.554352,4.342682,0.073216,-0.150841,0.122244,13.815567,1.221294,7.241269,7.215073,2.848465,2.9693,20.306183,6.806341,0.168427,0.168427,0.168427,?,?,?
362,'2017/02/12 13:47:14:820',9,388.605042,210.926117,4.323279,0.076454,-0.161525,0.124055,13.775781,1.213034,7.221346,7.221847,2.820112,2.958986,20.471159,6.889819,0.168427,0.168427,0.168427,?,?,?
363,'2017/02/12 13:47:14:854',9,391.223846,211.135864,4.319306,0.078069,-0.178798,0.123913,13.823049,1.249029,7.205221,7.21617,2.856116,3.003324,20.450748,6.882994,0.168427,0.168427,0.168427,?,?,?
364,'2017/02/12 13:47:14:889',9,394.697968,211.561981,4.323484,0.061494,-0.180511,0.126226,13.849655,1.269784,7.200932,7.204962,2.755944,2.907523,20.321043,6.963261,0.168427,0.168427,0.168427,?,?,?
365,'2017/02/12 13:47:14:938',9,398.375549,211.916962,4.319526,0.050991,-0.187875,0.132844,13.729956,1.290344,7.12056,7.128862,2.831389,2.999018,20.295042,7.051144,0.168427,0.168427,0.168427,?,?,?
366,'2017/02/12 13:47:14:944',9,398.375549,211.916962,4.319526,0.050991,-0.187875,0.132844,13.729956,1.290344,7.12056,7.128862,2.831389,2.999018,20.295042,7.051144,0.168427,0.168427,0.168427,?,?,?
367,'2017/02/12 13:47:14:954',9,402.206024,211.919205,4.326024,0.051752,-0.193707,0.137705,13.884094,1.310963,7.125992,7.128588,2.738102,2.910252,20.369759,7.090559,0.168427,0.168427,0.168427,?,?,?
368,'2017/02/12 13:47:14:985',9,405.554657,212.056641,4.32184,0.048934,-0.201503,0.14565,13.882235,1.317565,7.137085,7.145076,2.831053,2.998324,20.325302,6.998405,0.168427,0.168427,0.168427,?,?,?
369,'2017/02/12 13:47:15:025',9,409.299591,212.088608,4.339586,0.046356,-0.204614,0.150059,13.940255,1.318743,7.121195,7.125376,2.796958,2.968876,20.233225,7.009418,0.168427,0.168427,0.168427,?,?,?
370,'2017/02/12 13:47:15:030',9,409.299591,212.088608,4.339586,0.046356,-0.204614,0.150059,13.940255,1.318743,7.121195,7.125376,2.796958,2.968876,20.233225,7.009418,0.168427,0.168427,0.168427,?,?,?
371,'2017/02/12 13:47:15:050',9,412.769623,211.950714,4.371003,0.056286,-0.213012,0.162635,13.821294,1.270382,7.181344,7.201909,2.791933,2.989821,20.146507,6.936916,0.168427,0.168427,0.168427,?,?,?
372,'2017/02/12 13:47:15:089',9,416.348114,211.897964,4.373382,0.058704,-0.215105,0.169851,13.824945,1.26196,7.17598,7.209752,2.796098,2.989811,20.125929,6.91968,0.168427,0.168427,0.168427,?,?,?
373,'2017/02/12 13:47:15:138',9,416.348114,211.897964,4.373382,0.058704,-0.215105,0.169851,13.824945,1.26196,7.17598,7.209752,2.796098,2.989811,20.125929,6.91968,0.168427,0.168427,0.168427,?,?,?
374,'2017/02/12 13:47:15:141',9,419.383057,212.164322,4.392904,0.06236,-0.218493,0.176979,13.917669,1.251801,7.240312,7.27702,2.706329,2.919769,20.06698,6.944114,0.168427,0.168427,0.168427,?,?,?
375,'2017/02/12 13:47:15:157',9,422.35672,212.380051,4.412638,0.062649,-0.224095,0.182741,13.941463,1.259808,7.134849,7.171291,2.782448,3.007669,19.980892,7.014092,0.168427,0.168427,0.168427,?,?,?
376,'2017/02/12 13:47:15:206',9,424.887848,212.537262,4.41422,0.06077,-0.224881,0.181962,13.938898,1.270555,7.278703,7.308222,2.657495,2.876652,19.903151,6.944187,0.168427,0.168427,0.168427,?,?,?
377,'2017/02/12 13:47:15:221',9,426.873199,212.607681,4.421466,0.064521,-0.22432,0.178642,13.972813,1.248644,7.164347,7.177879,2.840033,3.037344,19.938524,7.006836,0.168427,0.168427,0.168427,?,?,?
378,'2017/02/12 13:47:15:234',9,426.873199,212.607681,4.421466,0.064521,-0.22432,0.178642,13.972813,1.248644,7.164347,7.177879,2.840033,3.037344,19.938524,7.006836,0.168427,0.168427,0.168427,?,?,?
379,'2017/02/12 13:47:15:256',9,427.552124,212.681931,4.432613,0.06621,-0.21419,0.173692,14.035483,1.276432,7.339549,7.313044,2.797189,2.964867,19.930511,6.899275,0.168427,0.168427,0.168427,?,?,?
380,'2017/02/12 13:47:15:290',9,428.124664,212.524277,4.444876,0.073767,-0.20763,0.166168,13.949793,1.269037,7.331382,7.255834,2.875645,3.01735,19.964714,6.867503,0.168427,0.168427,0.168427,?,?,?
381,'2017/02/12 13:47:15:328',9,428.124664,212.524277,4.444876,0.073767,-0.20763,0.166168,13.949793,1.269037,7.331382,7.255834,2.875645,3.01735,19.964714,6.867503,0.168427,0.168427,0.168427,?,?,?
382,'2017/02/12 13:47:15:340',9,427.996582,212.383224,4.446054,0.080116,-0.20305,0.164112,13.959008,1.253094,7.380469,7.277037,2.916499,3.051339,19.881618,6.900324,0.168427,0.168427,0.168427,?,?,?
383,'2017/02/12 13:47:15:356',9,426.606201,211.947937,4.438822,0.089365,-0.202283,0.167517,13.965875,1.198515,7.417938,7.350321,2.854201,2.997478,19.951012,6.812298,0.168427,0.168427,0.168427,?,?,?
384,'2017/02/12 13:47:15:408',9,424.321716,211.631454,4.44473,0.074928,-0.199181,0.167338,14.051394,1.220264,7.317342,7.255941,2.944346,3.091857,19.909163,6.822455,0.168427,0.168427,0.168427,?,?,?
385,'2017/02/12 13:47:15:423',9,419.73703,211.376572,4.422422,0.060445,-0.191459,0.170741,14.118768,1.233256,7.387517,7.334835,2.794945,2.965531,19.952364,6.847942,0.168427,0.168427,0.168427,?,?,?
386,'2017/02/12 13:47:15:456',9,414.856293,210.719727,4.42105,0.063883,-0.179191,0.168832,14.195623,1.243171,7.401464,7.31655,2.826992,2.996063,19.999559,6.844624,0.168427,0.168427,0.168427,?,?,?
387,'2017/02/12 13:47:15:471',9,414.856293,210.719727,4.42105,0.063883,-0.179191,0.168832,14.195623,1.243171,7.401464,7.31655,2.826992,2.996063,19.999559,6.844624,0.168427,0.168427,0.168427,?,?,?
388,'2017/02/12 13:47:15:489',9,409.699249,210.012939,4.414536,0.073907,-0.169228,0.166152,14.397834,1.276944,7.302109,7.25319,2.915928,3.085982,20.147993,6.780077,0.168427,0.168427,0.168427,?,?,?
389,'2017/02/12 13:47:15:541',9,403.394135,209.969666,4.346985,0.061245,-0.158518,0.158768,14.271607,1.261572,7.436821,7.369606,2.749999,2.877881,20.36216,6.83188,0.168427,0.168427,0.168427,?,?,?
390,'2017/02/12 13:47:15:556',9,397.706329,209.501556,4.354642,0.060894,-0.147338,0.154983,14.315056,1.260961,7.291914,7.248389,2.839341,2.986553,20.281406,6.907341,0.168427,0.168427,0.168427,?,?,?
391,'2017/02/12 13:47:15:566',9,397.706329,209.501556,4.354642,0.060894,-0.147338,0.154983,14.315056,1.260961,7.291914,7.248389,2.839341,2.986553,20.281406,6.907341,0.168427,0.168427,0.168427,?,?,?
392,'2017/02/12 13:47:15:593',9,391.956848,209.097,4.327068,0.061705,-0.155071,0.150215,14.239736,1.266327,7.240528,7.234605,2.927535,3.077974,20.412786,6.827964,0.168427,0.168427,0.168427,?,?,?
393,'2017/02/12 13:47:15:641',9,386.556519,208.524292,4.329097,0.074344,-0.142389,0.142198,14.219433,1.250401,7.304746,7.300174,2.860169,3.00171,20.414608,6.809303,0.168427,0.168427,0.168427,?,?,?
394,'2017/02/12 13:47:15:658',9,382.358643,207.618362,4.376693,0.10732,-0.090163,0.12812,14.003059,1.109349,7.32868,7.347248,2.7468,2.841012,20.513739,6.695901,0.168427,0.168427,0.168427,?,?,?
395,'2017/02/12 13:47:15:673',9,382.358643,207.618362,4.376693,0.10732,-0.090163,0.12812,14.003059,1.109349,7.32868,7.347248,2.7468,2.841012,20.513739,6.695901,0.168427,0.168427,0.168427,?,?,?
396,'2017/02/12 13:47:15:690',9,377.808624,206.795517,4.404352,0.141321,-0.080728,0.112775,13.891427,1.05479,7.412414,7.442988,2.803312,2.864711,20.627213,6.639153,0.168427,0.168427,0.168427,?,?,?
397,'2017/02/12 13:47:15:741',9,373.458832,206.289261,4.432981,0.165234,-0.069965,0.10047,13.776385,0.996602,7.557789,7.53556,2.816177,2.842278,20.807947,6.569455,0.168427,0.168427,0.168427,?,?,?
398,'2017/02/12 13:47:15:758',9,369.260986,206.305618,4.442222,0.172619,-0.064742,0.093236,13.76744,0.968319,7.63245,7.567847,2.882233,2.889695,20.828056,6.523864,0.168427,0.168427,0.168427,?,?,?
399,'2017/02/12 13:47:15:771',9,369.260986,206.305618,4.442222,0.172619,-0.064742,0.093236,13.76744,0.968319,7.63245,7.567847,2.882233,2.889695,20.828056,6.523864,0.168427,0.168427,0.168427,?,?,?
400,'2017/02/12 13:47:15:808',9,365.315094,206.152039,4.457001,0.181887,-0.061864,0.088785,13.877887,0.956324,7.620142,7.582963,2.851119,2.850893,20.800701,6.550278,0.168427,0.168427,0.168427,?,?,?
401,'2017/02/12 13:47:15:824',9,361.519562,206.365158,4.460208,0.175043,-0.058919,0.086786,13.832139,0.953397,7.623937,7.537483,2.913185,2.906216,20.78616,6.548946,0.168427,0.168427,0.168427,?,?,?
402,'2017/02/12 13:47:15:865',9,361.519562,206.365158,4.460208,0.175043,-0.058919,0.086786,13.832139,0.953397,7.623937,7.537483,2.913185,2.906216,20.78616,6.548946,0.168427,0.168427,0.168427,?,?,?
403,'2017/02/12 13:47:15:877',9,357.855011,206.446899,4.462582,0.177135,-0.05651,0.087827,13.829832,0.943084,7.662695,7.584633,2.927661,2.919618,20.804653,6.51602,0.168427,0.168427,0.168427,?,?,?
404,'2017/02/12 13:47:15:893',9,354.152008,206.635162,4.469745,0.177203,-0.054436,0.086412,13.798328,0.955239,7.655548,7.576893,2.895121,2.883258,20.809917,6.535232,0.168427,0.168427,0.168427,?,?,?
405,'2017/02/12 13:47:15:926',9,350.676697,206.619446,4.478072,0.178893,-0.052834,0.085837,13.625428,0.971234,7.618377,7.536423,2.928005,2.911979,20.819759,6.525971,0.168427,0.168427,0.168427,?,?,?
406,'2017/02/12 13:47:15:959',9,347.355316,206.934738,4.472713,0.166494,-0.051333,0.08811,13.847569,0.960852,7.627037,7.547121,2.998419,2.98976,20.703365,6.530857,0.168427,0.168427,0.168427,?,?,?
407,'2017/02/12 13:47:15:978',9,347.355316,206.934738,4.472713,0.166494,-0.051333,0.08811,13.847569,0.960852,7.627037,7.547121,2.998419,2.98976,20.703365,6.530857,0.168427,0.168427,0.168427,?,?,?
408,'2017/02/12 13:47:15:990',9,343.782471,206.999405,4.482586,0.160873,-0.046526,0.088305,13.801586,0.988899,7.627673,7.551659,2.827061,2.809736,20.749342,6.595029,0.168427,0.168427,0.168427,?,?,?
409,'2017/02/12 13:47:16:026',9,340.668427,206.911346,4.490696,0.161626,-0.046834,0.090849,13.700673,0.992423,7.543759,7.484145,2.767435,2.760126,20.715723,6.594067,0.168427,0.168427,0.168427,?,?,?
410,'2017/02/12 13:47:16:059',9,337.82373,206.730652,4.512267,0.157288,-0.044244,0.091619,13.708516,1.020788,7.361032,7.318758,2.779625,2.776535,20.658966,6.615611,0.168427,0.168427,0.168427,?,?,?
411,'2017/02/12 13:47:16:090',9,337.82373,206.730652,4.512267,0.157288,-0.044244,0.091619,13.708516,1.020788,7.361032,7.318758,2.779625,2.776535,20.658966,6.615611,0.168427,0.168427,0.168427,?,?,?
412,'2017/02/12 13:47:16:092',9,335.190491,207.101379,4.503982,0.140105,-0.044875,0.098525,13.773492,1.018085,7.312629,7.272391,2.852519,2.869555,20.450382,6.724479,0.168427,0.168427,0.168427,?,?,?
413,'2017/02/12 13:47:16:143',9,332.786835,207.287323,4.50795,0.137622,-0.04787,0.101414,13.736957,1.040118,7.298878,7.279114,2.808118,2.829012,20.478474,6.691129,0.168427,0.168427,0.168427,?,?,?
414,'2017/02/12 13:47:16:158',9,330.605438,207.799194,4.504315,0.124256,-0.048517,0.10494,13.702098,1.060249,7.255657,7.218828,2.803053,2.822129,20.418364,6.754653,0.168427,0.168427,0.168427,?,?,?
415,'2017/02/12 13:47:16:176',9,330.605438,207.799194,4.504315,0.124256,-0.048517,0.10494,13.702098,1.060249,7.255657,7.218828,2.803053,2.822129,20.418364,6.754653,0.168427,0.168427,0.168427,?,?,?
416,'2017/02/12 13:47:16:192',9,328.621948,207.990021,4.515861,0.130571,-0.047579,0.105829,13.608039,1.045661,7.280678,7.247627,2.852502,2.870229,20.53351,6.678157,0.168427,0.168427,0.168427,?,?,?
417,'2017/02/12 13:47:16:241',9,326.634888,208.477203,4.507837,0.126051,-0.049114,0.110696,13.682389,1.040368,7.216007,7.17487,2.874587,2.895391,20.436769,6.741437,0.168427,0.168427,0.168427,?,?,?
418,'2017/02/12 13:47:16:256',9,324.763947,208.352783,4.53116,0.143035,-0.04547,0.109545,13.728568,1.021348,7.243035,7.234135,2.897387,2.913598,20.461325,6.711745,0.168427,0.168427,0.168427,?,?,?
419,'2017/02/12 13:47:16:276',9,324.763947,208.352783,4.53116,0.143035,-0.04547,0.109545,13.728568,1.021348,7.243035,7.234135,2.897387,2.913598,20.461325,6.711745,0.168427,0.168427,0.168427,?,?,?
420,'2017/02/12 13:47:16:293',9,322.789429,208.544006,4.536283,0.143328,-0.044933,0.111464,13.750405,1.039418,7.250926,7.229137,2.885137,2.906012,20.443121,6.762058,0.168427,0.168427,0.168427,?,?,?
421,'2017/02/12 13:47:16:342',9,320.82663,208.45459,4.555754,0.157354,-0.043184,0.108929,13.629043,1.026863,7.269406,7.262129,2.860623,2.877272,20.50989,6.686799,0.168427,0.168427,0.168427,?,?,?
422,'2017/02/12 13:47:16:356',9,319.023285,208.562225,4.557085,0.159634,-0.042058,0.110074,13.781974,1.027471,7.252586,7.254464,2.9065,2.928755,20.493002,6.75614,0.168427,0.168427,0.168427,?,?,?
423,'2017/02/12 13:47:16:372',9,319.023285,208.562225,4.557085,0.159634,-0.042058,0.110074,13.781974,1.027471,7.252586,7.254464,2.9065,2.928755,20.493002,6.75614,0.168427,0.168427,0.168427,?,?,?
424,'2017/02/12 13:47:16:391',9,316.959717,208.636887,4.561131,0.158394,-0.039753,0.110966,13.771315,1.037391,7.267215,7.25261,2.871538,2.888708,20.463377,6.73959,0.168427,0.168427,0.168427,?,?,?
425,'2017/02/12 13:47:16:441',9,315.258575,208.754318,4.576694,0.164828,-0.037141,0.113496,13.819901,1.029444,7.260949,7.243461,2.945514,2.967702,20.438974,6.709201,0.168427,0.168427,0.168427,?,?,?
426,'2017/02/12 13:47:16:456',9,313.109955,208.829834,4.572439,0.168014,-0.03621,0.114977,13.717866,1.026439,7.268959,7.250821,2.962975,2.988058,20.443914,6.705771,0.168427,0.168427,0.168427,?,?,?
427,'2017/02/12 13:47:16:471',9,313.109955,208.829834,4.572439,0.168014,-0.03621,0.114977,13.717866,1.026439,7.268959,7.250821,2.962975,2.988058,20.443914,6.705771,0.168427,0.168427,0.168427,?,?,?
428,'2017/02/12 13:47:16:509',9,311.450745,208.986694,4.576507,0.1654,-0.034923,0.115573,13.641567,1.011653,7.210367,7.197838,3.020985,3.043949,20.456711,6.676874,0.168427,0.168427,0.168427,?,?,?
429,'2017/02/12 13:47:16:542',9,309.601318,209.499054,4.562887,0.14954,-0.034401,0.118262,13.66426,1.058484,7.22017,7.201997,2.939682,2.969845,20.414801,6.758374,0.168427,0.168427,0.168427,?,?,?
430,'2017/02/12 13:47:16:556',9,308.016144,209.610672,4.5689,0.156026,-0.031614,0.115884,13.631641,1.026759,7.151612,7.133289,3.096565,3.119507,20.438444,6.697076,0.168427,0.168427,0.168427,?,?,?
431,'2017/02/12 13:47:16:579',9,308.016144,209.610672,4.5689,0.156026,-0.031614,0.115884,13.631641,1.026759,7.151612,7.133289,3.096565,3.119507,20.438444,6.697076,0.168427,0.168427,0.168427,?,?,?
432,'2017/02/12 13:47:16:593',9,306.409668,209.728439,4.571542,0.153924,-0.027955,0.118533,13.693876,1.041366,7.220292,7.207939,2.994384,3.01994,20.415764,6.738469,0.168427,0.168427,0.168427,?,?,?
433,'2017/02/12 13:47:16:625',9,304.881744,209.808258,4.575868,0.158149,-0.027437,0.115441,13.694917,1.018128,7.159328,7.151871,3.083025,3.10705,20.407188,6.692233,0.168427,0.168427,0.168427,?,?,?
434,'2017/02/12 13:47:16:659',9,303.435791,209.859879,4.580287,0.157305,-0.025878,0.114529,13.730305,1.033454,7.128739,7.118217,2.983294,2.993901,20.377304,6.754221,0.168427,0.168427,0.168427,?,?,?
435,'2017/02/12 13:47:16:676',9,303.435791,209.859879,4.580287,0.157305,-0.025878,0.114529,13.730305,1.033454,7.128739,7.118217,2.983294,2.993901,20.377304,6.754221,0.168427,0.168427,0.168427,?,?,?
436,'2017/02/12 13:47:16:694',9,302.160553,210.021454,4.57468,0.151809,-0.027402,0.114298,13.751701,1.030707,7.130323,7.122498,3.111903,3.13658,20.375921,6.732973,0.168427,0.168427,0.168427,?,?,?
437,'2017/02/12 13:47:16:725',9,300.872162,209.909866,4.574781,0.151409,-0.02631,0.116557,13.700109,1.040247,7.173804,7.163005,2.921062,2.94696,20.358852,6.733595,0.168427,0.168427,0.168427,?,?,?
438,'2017/02/12 13:47:16:759',9,299.880188,209.746704,4.574974,0.153759,-0.026122,0.117026,13.758166,1.037033,7.189939,7.178686,2.968768,3.00261,20.310411,6.748416,0.168427,0.168427,0.168427,?,?,?
439,'2017/02/12 13:47:16:772',9,299.880188,209.746704,4.574974,0.153759,-0.026122,0.117026,13.758166,1.037033,7.189939,7.178686,2.968768,3.00261,20.310411,6.748416,0.168427,0.168427,0.168427,?,?,?
440,'2017/02/12 13:47:16:808',9,299.025909,209.531708,4.581781,0.14998,-0.024228,0.116322,13.688256,1.059911,7.174261,7.169438,2.912095,2.942113,20.304976,6.710431,0.168427,0.168427,0.168427,?,?,?
441,'2017/02/12 13:47:16:823',9,298.613281,209.496841,4.576042,0.144026,-0.022957,0.114395,13.690539,1.072541,7.141063,7.128825,2.995775,3.019002,20.247271,6.739634,0.168427,0.168427,0.168427,?,?,?
