@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute outputs_annie-1 numeric
@attribute outputs_annie-2 numeric
@attribute outputs_annie-3 numeric
@attribute outputs_annie-4 numeric
@attribute outputs_annie-5 numeric
@attribute outputs_annie-6 numeric

@data
785,'2017/02/12 14:05:09:355',14,345.183167,217.526474,4.711943,0.0538,0.055125,0.077256,13.262636,10.504711,7.684657,7.640947,2.041086,2.093032,30.91848,5.066417,0.628753,0.628753,0.628753,0.994,0.994,0.994
786,'2017/02/12 14:05:09:389',14,342.30722,217.189911,4.72568,0.05461,0.051735,0.081819,13.202188,10.362227,7.703809,7.654783,2.037739,2.103424,30.918154,5.203653,0.628753,0.628753,0.628753,0.994,0.994,0.994
787,'2017/02/12 14:05:09:396',14,342.30722,217.189911,4.72568,0.05461,0.051735,0.081819,13.202188,10.362227,7.703809,7.654783,2.037739,2.103424,30.918154,5.203653,0.628753,0.628753,0.628753,0.994,0.994,0.994
788,'2017/02/12 14:05:09:405',14,339.940674,216.997208,4.719896,0.056158,0.057285,0.077697,13.154462,10.495702,7.73312,7.68443,2.035839,2.100283,31.002657,5.148631,0.628753,0.628753,0.628753,0.994,0.994,0.994
789,'2017/02/12 14:05:09:454',14,337.38913,216.695908,4.71963,0.05326,0.060168,0.075362,13.248878,10.376304,7.697134,7.642957,2.016807,2.087589,30.880224,5.150106,0.628753,0.628753,0.628753,0.994,0.994,0.994
790,'2017/02/12 14:05:09:488',14,335.16983,216.349686,4.724593,0.056091,0.061336,0.069447,13.181902,10.484672,7.671758,7.614458,2.029412,2.097076,30.959246,5.111085,0.628753,0.628753,0.628753,0.994,0.994,0.994
791,'2017/02/12 14:05:09:523',14,332.837982,216.55571,4.715172,0.04463,0.066122,0.065519,13.067924,10.436225,7.716073,7.664527,2.053938,2.105014,30.90539,5.185606,0.628753,0.628753,0.628753,0.994,0.994,0.994
792,'2017/02/12 14:05:09:530',14,332.837982,216.55571,4.715172,0.04463,0.066122,0.065519,13.067924,10.436225,7.716073,7.664527,2.053938,2.105014,30.90539,5.185606,0.628753,0.628753,0.628753,0.994,0.994,0.994
793,'2017/02/12 14:05:09:559',14,331.116028,216.477493,4.712474,0.048404,0.071466,0.059041,13.157865,10.53575,7.695367,7.639868,2.041647,2.082458,30.962788,5.111962,0.628753,0.628753,0.628753,0.994,0.994,0.994
794,'2017/02/12 14:05:09:573',14,329.615448,216.024506,4.714795,0.053584,0.068781,0.056483,13.207232,10.64726,7.705612,7.644821,2.063827,2.116462,31.179489,5.058692,0.628753,0.628753,0.628753,0.994,0.994,0.994
795,'2017/02/12 14:05:09:623',14,328.832947,216.334229,4.709042,0.053926,0.072937,0.055284,13.19964,10.574629,7.751885,7.690436,2.101911,2.146523,30.981764,5.122583,0.628753,0.628753,0.628753,0.994,0.994,0.994
796,'2017/02/12 14:05:09:656',14,328.832947,216.334229,4.709042,0.053926,0.072937,0.055284,13.19964,10.574629,7.751885,7.690436,2.101911,2.146523,30.981764,5.122583,0.628753,0.628753,0.628753,0.994,0.994,0.994
797,'2017/02/12 14:05:09:657',14,328.292114,216.383926,4.701634,0.050277,0.074013,0.053818,13.167189,10.595911,7.740357,7.678722,2.057602,2.096342,31.115879,5.120109,0.628753,0.628753,0.628753,0.994,0.994,0.994
798,'2017/02/12 14:05:09:672',14,328.243652,216.18251,4.69163,0.048475,0.07562,0.053365,13.156734,10.627344,7.740086,7.682095,2.020614,2.054835,31.106283,5.169592,0.628753,0.628753,0.628753,0.994,0.994,0.994
799,'2017/02/12 14:05:09:722',14,328.784393,216.037811,4.701385,0.051138,0.071285,0.055609,13.136256,10.68974,7.710597,7.649369,2.044395,2.076264,31.050156,5.156864,0.628753,0.628753,0.628753,0.994,0.994,0.994
800,'2017/02/12 14:05:09:756',14,329.74469,215.977982,4.699384,0.046199,0.071335,0.05719,13.08356,10.753967,7.685012,7.626504,2.058035,2.095623,31.135992,5.122653,0.628753,0.628753,0.628753,0.994,0.994,0.994
801,'2017/02/12 14:05:09:790',14,331.051392,215.837845,4.716733,0.045025,0.062937,0.063005,13.221205,10.570666,7.660599,7.600286,2.079092,2.120855,31.035143,5.099836,0.628753,0.628753,0.628753,0.994,0.994,0.994
802,'2017/02/12 14:05:09:805',14,331.051392,215.837845,4.716733,0.045025,0.062937,0.063005,13.221205,10.570666,7.660599,7.600286,2.079092,2.120855,31.035143,5.099836,0.628753,0.628753,0.628753,0.994,0.994,0.994
803,'2017/02/12 14:05:09:824',14,332.781708,215.562012,4.714006,0.036391,0.061889,0.063396,13.198139,10.562847,7.652043,7.594358,2.071811,2.107661,30.980745,5.084878,0.628753,0.628753,0.628753,0.994,0.994,0.994
804,'2017/02/12 14:05:09:858',14,334.602661,215.341614,4.728029,0.034845,0.057793,0.070871,13.167454,10.49597,7.643571,7.582704,2.080323,2.118736,31.083321,5.083317,0.628753,0.628753,0.628753,0.994,0.994,0.994
805,'2017/02/12 14:05:09:875',14,336.807343,214.859924,4.73103,0.034558,0.043406,0.076771,13.188149,10.472483,7.696233,7.640547,2.017444,2.072457,31.091311,5.096228,0.628753,0.628753,0.628753,0.994,0.994,0.994
806,'2017/02/12 14:05:09:900',14,336.807343,214.859924,4.73103,0.034558,0.043406,0.076771,13.188149,10.472483,7.696233,7.640547,2.017444,2.072457,31.091311,5.096228,0.628753,0.628753,0.628753,0.994,0.994,0.994
807,'2017/02/12 14:05:09:920',14,339.486664,214.020691,4.724761,0.035232,0.03899,0.078854,13.153655,10.528724,7.720731,7.673129,1.984298,2.049499,31.13377,5.100074,0.628753,0.628753,0.628753,0.994,0.994,0.994
808,'2017/02/12 14:05:09:957',14,342.512024,213.022751,4.737113,0.051585,0.035834,0.08603,13.178263,10.488372,7.68488,7.633261,2.007858,2.076423,31.150543,5.107167,0.628753,0.628753,0.628753,0.994,0.994,0.994
809,'2017/02/12 14:05:09:972',14,345.680847,212.213821,4.737298,0.048222,0.029544,0.087989,13.228381,10.544358,7.69164,7.649433,2.00356,2.068647,31.106298,5.147006,0.628753,0.628753,0.628753,0.994,0.994,0.994
810,'2017/02/12 14:05:10:003',14,345.680847,212.213821,4.737298,0.048222,0.029544,0.087989,13.228381,10.544358,7.69164,7.649433,2.00356,2.068647,31.106298,5.147006,0.628753,0.628753,0.628753,0.994,0.994,0.994
811,'2017/02/12 14:05:10:023',14,349.218597,211.006119,4.74272,0.050961,0.022849,0.091173,13.264568,10.540071,7.70119,7.646554,2.00557,2.070183,31.031939,5.161677,0.628753,0.628753,0.628753,0.994,0.994,0.994
812,'2017/02/12 14:05:10:055',14,352.737335,209.676086,4.73179,0.054136,0.020677,0.093654,13.166167,10.598783,7.683537,7.634877,2.078651,2.156632,31.039881,5.12381,0.628753,0.628753,0.628753,0.994,0.994,0.994
813,'2017/02/12 14:05:10:091',14,356.096985,209.312531,4.72008,0.049694,0.015553,0.094893,13.441349,10.257381,7.625275,7.573504,2.201246,2.277329,29.867832,4.728198,0.628753,0.628753,0.628753,0.994,0.994,0.994
814,'2017/02/12 14:05:10:126',14,359.935791,209.85556,4.672765,0.08198,0.027929,0.093993,13.746825,9.32763,7.520109,7.492276,2.412026,2.512668,26.6738,5.943086,0.628753,0.628753,0.628753,0.994,0.994,0.994
815,'2017/02/12 14:05:10:141',14,359.935791,209.85556,4.672765,0.08198,0.027929,0.093993,13.746825,9.32763,7.520109,7.492276,2.412026,2.512668,26.6738,5.943086,0.628753,0.628753,0.628753,0.994,0.994,0.994
816,'2017/02/12 14:05:10:141',14,363.319153,208.246048,4.635188,0.095652,0.0426,0.085307,13.903873,9.358024,7.550386,7.545604,2.424998,2.520591,26.846563,6.206451,0.628753,0.628753,0.628753,0.994,0.994,0.994
817,'2017/02/12 14:05:10:174',14,366.187256,206.722015,4.636106,0.086623,0.039658,0.084161,13.892307,9.770249,7.557662,7.553107,2.442862,2.523798,26.89584,6.157908,0.628753,0.628753,0.628753,0.994,0.994,0.994
818,'2017/02/12 14:05:10:209',14,368.850739,205.153595,4.617237,0.080089,0.050388,0.078205,13.863162,9.707728,7.46139,7.467153,2.526536,2.57864,27.161377,6.082495,0.628753,0.628753,0.628753,0.994,0.994,0.994
819,'2017/02/12 14:05:10:236',14,370.48703,204.193802,4.626242,0.054834,0.045397,0.076265,13.670517,9.599675,7.405185,7.405232,2.527544,2.558166,27.076399,6.005892,0.628753,0.628753,0.628753,0.994,0.994,0.994
820,'2017/02/12 14:05:10:265',14,370.48703,204.193802,4.626242,0.054834,0.045397,0.076265,13.670517,9.599675,7.405185,7.405232,2.527544,2.558166,27.076399,6.005892,0.628753,0.628753,0.628753,0.994,0.994,0.994
821,'2017/02/12 14:05:10:274',14,372.005341,202.461578,4.620925,0.051643,0.050063,0.072788,13.856325,9.763667,7.405472,7.419038,2.532563,2.548609,27.200846,6.012526,0.628753,0.628753,0.628753,0.994,0.994,0.994
822,'2017/02/12 14:05:10:307',14,373.008728,200.958694,4.622532,0.05502,0.04829,0.07894,13.913468,9.838629,7.414578,7.424069,2.49687,2.529629,27.236422,5.984358,0.628753,0.628753,0.628753,0.994,0.994,0.994
823,'2017/02/12 14:05:10:341',14,373.843689,199.694397,4.621253,0.045445,0.048829,0.077049,13.936969,9.81356,7.405968,7.427825,2.471215,2.498523,27.245468,6.011736,0.628753,0.628753,0.628753,0.994,0.994,0.994
824,'2017/02/12 14:05:10:374',14,374.453918,198.326675,4.61947,0.047787,0.054566,0.076643,13.855211,9.938275,7.43891,7.463387,2.492768,2.520942,27.36269,5.911373,0.628753,0.628753,0.628753,0.994,0.994,0.994
825,'2017/02/12 14:05:10:395',14,374.453918,198.326675,4.61947,0.047787,0.054566,0.076643,13.855211,9.938275,7.43891,7.463387,2.492768,2.520942,27.36269,5.911373,0.628753,0.628753,0.628753,0.994,0.994,0.994
826,'2017/02/12 14:05:10:408',14,374.509613,197.295044,4.629264,0.041546,0.044613,0.080608,13.9062,9.931095,7.404463,7.420496,2.482053,2.515127,27.177759,5.976958,0.628753,0.628753,0.628753,0.994,0.994,0.994
827,'2017/02/12 14:05:10:442',14,374.58902,196.596268,4.64056,0.044621,0.044608,0.082268,13.907602,9.940264,7.408932,7.429168,2.486433,2.528334,27.208569,5.999924,0.628753,0.628753,0.628753,0.994,0.994,0.994
828,'2017/02/12 14:05:10:473',14,374.569763,196.328796,4.639959,0.042606,0.047276,0.082099,13.89449,9.984744,7.450665,7.47104,2.479223,2.522069,27.213108,5.97049,0.628753,0.628753,0.628753,0.994,0.994,0.994
829,'2017/02/12 14:05:10:508',14,374.483215,196.543945,4.635994,0.03941,0.052045,0.080998,13.893984,10.199973,7.469533,7.494555,2.470541,2.508749,27.317827,6.025809,0.628753,0.628753,0.628753,0.994,0.994,0.994
830,'2017/02/12 14:05:10:533',14,374.483215,196.543945,4.635994,0.03941,0.052045,0.080998,13.893984,10.199973,7.469533,7.494555,2.470541,2.508749,27.317827,6.025809,0.628753,0.628753,0.628753,0.994,0.994,0.994
831,'2017/02/12 14:05:10:542',14,374.040558,197.22551,4.639505,0.043137,0.052142,0.081406,13.765261,10.127395,7.520161,7.536932,2.462877,2.495617,27.283073,6.038705,0.628753,0.628753,0.628753,0.994,0.994,0.994
832,'2017/02/12 14:05:10:576',14,373.369476,198.197983,4.645026,0.047864,0.048525,0.08461,13.779659,10.110636,7.513347,7.51874,2.461914,2.50587,27.234024,6.060842,0.628753,0.628753,0.628753,0.994,0.994,0.994
833,'2017/02/12 14:05:10:608',14,372.538239,199.795364,4.64635,0.057719,0.046866,0.088702,13.734407,9.94424,7.506235,7.501451,2.45438,2.513678,27.116873,6.056849,0.628753,0.628753,0.628753,0.994,0.994,0.994
834,'2017/02/12 14:05:10:641',14,371.923767,201.770493,4.644814,0.054935,0.050462,0.082655,13.731603,9.959803,7.483291,7.48678,2.532732,2.565056,27.268429,6.014607,0.628753,0.628753,0.628753,0.994,0.994,0.994
835,'2017/02/12 14:05:10:671',14,370.861145,203.954102,4.644452,0.046669,0.049571,0.079694,13.739783,9.849545,7.476121,7.485601,2.485689,2.51368,27.111382,5.946648,0.628753,0.628753,0.628753,0.994,0.994,0.994
836,'2017/02/12 14:05:10:687',14,370.861145,203.954102,4.644452,0.046669,0.049571,0.079694,13.739783,9.849545,7.476121,7.485601,2.485689,2.51368,27.111382,5.946648,0.628753,0.628753,0.628753,0.994,0.994,0.994
837,'2017/02/12 14:05:10:709',14,370.177765,206.201752,4.642393,0.032898,0.046957,0.078587,13.80727,9.734611,7.424805,7.429308,2.541867,2.558972,27.075886,6.023215,0.628753,0.628753,0.628753,0.994,0.994,0.994
838,'2017/02/12 14:05:10:742',14,369.655609,207.579971,4.630905,0.049545,0.057199,0.075937,13.805832,9.868025,7.433955,7.441869,2.547847,2.566068,27.202652,6.110795,0.628753,0.628753,0.628753,0.994,0.994,0.994
839,'2017/02/12 14:05:10:776',14,368.820251,209.881256,4.629588,0.032716,0.050887,0.074893,13.730958,9.757112,7.408917,7.414366,2.571281,2.586061,27.030043,6.15678,0.628753,0.628753,0.628753,0.994,0.994,0.994
840,'2017/02/12 14:05:10:809',14,368.299347,211.758148,4.608973,0.009025,0.054061,0.07235,13.878914,9.780137,7.293839,7.298021,2.602167,2.607614,26.991726,6.068788,0.628753,0.628753,0.628753,0.994,0.994,0.994
841,'2017/02/12 14:05:10:810',14,368.299347,211.758148,4.608973,0.009025,0.054061,0.07235,13.878914,9.780137,7.293839,7.298021,2.602167,2.607614,26.991726,6.068788,0.628753,0.628753,0.628753,0.994,0.994,0.994
842,'2017/02/12 14:05:10:846',14,367.666504,212.993851,4.626548,0.034245,0.052598,0.071871,13.764329,9.873268,7.396861,7.407843,2.549426,2.555017,27.166042,6.204575,0.628753,0.628753,0.628753,0.994,0.994,0.994
843,'2017/02/12 14:05:10:876',14,367.056732,214.605545,4.617021,0.037489,0.054232,0.070947,13.813491,9.869536,7.40872,7.412565,2.543379,2.549426,27.056602,6.152094,0.628753,0.628753,0.628753,0.994,0.994,0.994
844,'2017/02/12 14:05:10:904',14,367.056732,214.605545,4.617021,0.037489,0.054232,0.070947,13.813491,9.869536,7.40872,7.412565,2.543379,2.549426,27.056602,6.152094,0.628753,0.628753,0.628753,0.994,0.994,0.994
845,'2017/02/12 14:05:10:910',14,366.532135,216.211929,4.617124,0.042568,0.056897,0.070656,13.763554,9.873765,7.414186,7.417438,2.523312,2.52911,27.135283,6.154832,0.628753,0.628753,0.628753,0.994,0.994,0.994
846,'2017/02/12 14:05:10:961',14,366.229095,217.995346,4.605638,0.035944,0.060647,0.065049,13.861102,10.089204,7.408885,7.421056,2.504016,2.498204,27.29134,6.136979,0.628753,0.628753,0.628753,0.994,0.994,0.994
847,'2017/02/12 14:05:10:976',14,365.978912,220.10788,4.595936,0.025351,0.055721,0.061952,13.907693,10.10294,7.46614,7.492271,2.473362,2.474895,27.279978,6.089866,0.628753,0.628753,0.628753,0.994,0.994,0.994
848,'2017/02/12 14:05:11:027',14,365.85434,222.338181,4.56127,0.02962,0.058812,0.057545,14.036655,10.255939,8.255144,8.293525,2.32335,2.309341,27.347281,6.041919,0.628753,0.628753,0.628753,0.994,0.994,0.994
849,'2017/02/12 14:05:11:035',14,365.85434,222.338181,4.56127,0.02962,0.058812,0.057545,14.036655,10.255939,8.255144,8.293525,2.32335,2.309341,27.347281,6.041919,0.628753,0.628753,0.628753,0.994,0.994,0.994
850,'2017/02/12 14:05:11:042',14,365.718628,224.969971,4.547927,0.001066,0.056437,0.05082,14.058559,10.239538,8.341415,8.398629,2.335383,2.302177,27.321501,6.001572,0.628753,0.628753,0.628753,0.994,0.994,0.994
851,'2017/02/12 14:05:11:093',14,365.877106,226.072128,4.549272,0.004566,0.057192,0.04675,14.130613,10.205637,8.256462,8.318734,2.31166,2.262807,27.155434,6.056915,0.628753,0.628753,0.628753,0.994,0.994,0.994
852,'2017/02/12 14:05:11:128',14,365.555511,227.143143,4.569915,0.006138,0.053191,0.04657,14.097895,10.045807,7.952592,8.01421,2.405608,2.365128,26.930679,6.154729,0.628753,0.628753,0.628753,0.994,0.994,0.994
853,'2017/02/12 14:05:11:145',14,365.435486,227.835663,4.586864,0.023133,0.053743,0.049046,14.064591,9.865262,7.732507,7.790612,2.40247,2.372425,26.837086,6.193364,0.628753,0.628753,0.628753,0.994,0.994,0.994
854,'2017/02/12 14:05:11:183',14,365.435486,227.835663,4.586864,0.023133,0.053743,0.049046,14.064591,9.865262,7.732507,7.790612,2.40247,2.372425,26.837086,6.193364,0.628753,0.628753,0.628753,0.994,0.994,0.994
855,'2017/02/12 14:05:11:195',14,365.202301,228.661301,4.593153,0.030128,0.055002,0.050297,14.102054,9.759991,7.590886,7.645962,2.432539,2.406335,26.753033,6.275592,0.628753,0.628753,0.628753,0.994,0.994,0.994
856,'2017/02/12 14:05:11:210',14,365.181274,229.275818,4.585601,0.029485,0.057367,0.04912,14.104131,9.837976,7.527504,7.57824,2.427535,2.38937,26.737261,6.300235,0.628753,0.628753,0.628753,0.994,0.994,0.994
857,'2017/02/12 14:05:11:244',14,365.07431,229.696884,4.585682,0.029803,0.056343,0.048428,14.175879,9.887031,7.450439,7.494828,2.392091,2.351041,26.763678,6.287134,0.628753,0.628753,0.628753,0.994,0.994,0.994
858,'2017/02/12 14:05:11:274',14,364.880219,229.819,4.596674,0.045334,0.05531,0.052282,14.15992,9.743363,7.461859,7.506303,2.418805,2.39332,26.759451,6.284317,0.628753,0.628753,0.628753,0.994,0.994,0.994
859,'2017/02/12 14:05:11:301',14,364.880219,229.819,4.596674,0.045334,0.05531,0.052282,14.15992,9.743363,7.461859,7.506303,2.418805,2.39332,26.759451,6.284317,0.628753,0.628753,0.628753,0.994,0.994,0.994
860,'2017/02/12 14:05:11:310',14,364.881927,230.319458,4.584604,0.032816,0.061907,0.0501,14.128312,9.790988,7.416113,7.464569,2.436079,2.396178,26.748049,6.27416,0.628753,0.628753,0.628753,0.994,0.994,0.994
861,'2017/02/12 14:05:11:344',14,364.757751,230.651184,4.586955,0.025512,0.061789,0.048738,14.070885,9.737003,7.373739,7.424081,2.45947,2.412962,26.671211,6.268496,0.628753,0.628753,0.628753,0.994,0.994,0.994
862,'2017/02/12 14:05:11:377',14,364.559418,230.652512,4.591313,0.032831,0.060002,0.050543,14.134291,9.723126,7.371086,7.412147,2.416506,2.37349,26.678665,6.306888,0.628753,0.628753,0.628753,0.994,0.994,0.994
863,'2017/02/12 14:05:11:410',14,364.369324,230.681274,4.594553,0.036407,0.058067,0.052415,14.191287,9.745994,7.398292,7.439188,2.440759,2.411413,26.659271,6.303981,0.628753,0.628753,0.628753,0.994,0.994,0.994
864,'2017/02/12 14:05:11:411',14,364.369324,230.681274,4.594553,0.036407,0.058067,0.052415,14.191287,9.745994,7.398292,7.439188,2.440759,2.411413,26.659271,6.303981,0.628753,0.628753,0.628753,0.994,0.994,0.994
865,'2017/02/12 14:05:11:443',14,364.258209,230.722244,4.594339,0.035937,0.059655,0.051504,14.219074,9.685527,7.353713,7.402777,2.435446,2.407371,26.709837,6.332649,0.628753,0.628753,0.628753,0.994,0.994,0.994
866,'2017/02/12 14:05:11:476',14,364.253296,230.602127,4.599682,0.03513,0.05638,0.052848,14.186703,9.602782,7.35639,7.398531,2.416784,2.392383,26.651089,6.310603,0.628753,0.628753,0.628753,0.994,0.994,0.994
867,'2017/02/12 14:05:11:495',14,364.253296,230.602127,4.599682,0.03513,0.05638,0.052848,14.186703,9.602782,7.35639,7.398531,2.416784,2.392383,26.651089,6.310603,0.628753,0.628753,0.628753,0.994,0.994,0.994
868,'2017/02/12 14:05:11:512',14,364.755249,230.338898,4.591321,0.034222,0.063273,0.048327,14.148948,9.621757,7.33199,7.38714,2.433389,2.392105,26.690762,6.311406,0.628753,0.628753,0.628753,0.994,0.994,0.994
869,'2017/02/12 14:05:11:545',14,365.465485,229.77948,4.593936,0.030452,0.05918,0.051521,14.135693,9.655172,7.264008,7.307197,2.431797,2.397825,26.782335,6.277681,0.628753,0.628753,0.628753,0.994,0.994,0.994
870,'2017/02/12 14:05:11:577',14,366.623535,229.277649,4.596826,0.025927,0.055143,0.053896,14.082432,9.610113,7.221428,7.265881,2.513093,2.478941,26.87188,6.188374,0.628753,0.628753,0.628753,0.994,0.994,0.994
871,'2017/02/12 14:05:11:596',14,366.623535,229.277649,4.596826,0.025927,0.055143,0.053896,14.082432,9.610113,7.221428,7.265881,2.513093,2.478941,26.87188,6.188374,0.628753,0.628753,0.628753,0.994,0.994,0.994
872,'2017/02/12 14:05:11:611',14,368.42868,228.54245,4.583619,0.024457,0.052822,0.05369,13.956316,9.689166,7.21326,7.259103,2.510238,2.466227,26.896832,6.177474,0.628753,0.628753,0.628753,0.994,0.994,0.994
873,'2017/02/12 14:05:11:663',14,371.189941,227.973206,4.585948,0.00347,0.044112,0.051222,14.028031,9.762759,7.181656,7.228631,2.491823,2.435498,26.937744,6.204399,0.628753,0.628753,0.628753,0.994,0.994,0.994
874,'2017/02/12 14:05:11:678',14,373.369568,226.675385,4.600316,0.040506,0.031708,0.062783,14.057047,9.728416,7.250698,7.274254,2.529275,2.501461,27.146139,6.15782,0.628753,0.628753,0.628753,0.994,0.994,0.994
875,'2017/02/12 14:05:11:699',14,373.369568,226.675385,4.600316,0.040506,0.031708,0.062783,14.057047,9.728416,7.250698,7.274254,2.529275,2.501461,27.146139,6.15782,0.628753,0.628753,0.628753,0.994,0.994,0.994
876,'2017/02/12 14:05:11:710',14,375.760315,225.533127,4.60448,0.071612,0.033785,0.069104,13.898903,9.687195,7.311679,7.32609,2.551957,2.532356,27.235613,6.07257,0.628753,0.628753,0.628753,0.994,0.994,0.994
877,'2017/02/12 14:05:11:744',14,377.998627,224.902267,4.60639,0.076519,0.026285,0.074671,13.842112,9.784702,7.388113,7.395945,2.46737,2.453264,27.394918,6.059684,0.628753,0.628753,0.628753,0.994,0.994,0.994
878,'2017/02/12 14:05:11:777',14,380.072632,224.173752,4.600865,0.077741,0.026233,0.078709,14.000825,9.736398,7.345789,7.357871,2.555873,2.543864,27.349169,6.001894,0.628753,0.628753,0.628753,0.994,0.994,0.994
879,'2017/02/12 14:05:11:810',14,382.067627,223.83989,4.603614,0.07457,0.022332,0.081652,14.037899,9.808452,7.361844,7.38018,2.539739,2.526981,27.329889,5.986397,0.628753,0.628753,0.628753,0.994,0.994,0.994
880,'2017/02/12 14:05:11:810',14,382.067627,223.83989,4.603614,0.07457,0.022332,0.081652,14.037899,9.808452,7.361844,7.38018,2.539739,2.526981,27.329889,5.986397,0.628753,0.628753,0.628753,0.994,0.994,0.994
881,'2017/02/12 14:05:11:839',14,384.287231,223.415787,4.602568,0.073675,0.021786,0.081832,13.928611,9.792888,7.349723,7.36428,2.550221,2.535681,27.386406,6.059678,0.628753,0.628753,0.628753,0.994,0.994,0.994
882,'2017/02/12 14:05:11:879',14,386.437561,222.765778,4.605103,0.077412,0.018892,0.084083,14.012695,9.705398,7.353281,7.369212,2.572015,2.557406,27.321712,6.068366,0.628753,0.628753,0.628753,0.994,0.994,0.994
883,'2017/02/12 14:05:11:911',14,389.176941,222.426117,4.602791,0.078128,0.014094,0.08656,13.992905,9.942681,7.385924,7.393277,2.520408,2.507598,27.117821,6.113328,0.628753,0.628753,0.628753,0.994,0.994,0.994
884,'2017/02/12 14:05:11:920',14,389.176941,222.426117,4.602791,0.078128,0.014094,0.08656,13.992905,9.942681,7.385924,7.393277,2.520408,2.507598,27.117821,6.113328,0.628753,0.628753,0.628753,0.994,0.994,0.994
885,'2017/02/12 14:05:11:943',14,391.447906,222.562271,4.612607,0.082145,0.010223,0.086394,13.940792,9.662983,7.429567,7.444858,2.493701,2.474657,27.274824,6.063793,0.628753,0.628753,0.628753,0.994,0.994,0.994
886,'2017/02/12 14:05:11:976',14,393.570801,222.241577,4.618962,0.084984,0.004666,0.088169,13.988364,9.899982,7.397577,7.405821,2.529962,2.519949,27.256483,6.111501,0.628753,0.628753,0.628753,0.994,0.994,0.994
887,'2017/02/12 14:05:12:010',14,395.515137,222.314026,4.62317,0.084515,0.000925,0.090469,13.903826,9.899721,7.439424,7.447196,2.462183,2.454664,27.273535,6.090479,0.628753,0.628753,0.628753,0.994,0.994,0.994
888,'2017/02/12 14:05:12:046',14,397.301117,222.442108,4.621674,0.082403,-0.002477,0.094423,14.077383,9.827744,7.428703,7.43081,2.488992,2.494594,27.099009,6.155159,0.628753,0.628753,0.628753,0.994,0.994,0.994
889,'2017/02/12 14:05:12:065',14,397.301117,222.442108,4.621674,0.082403,-0.002477,0.094423,14.077383,9.827744,7.428703,7.43081,2.488992,2.494594,27.099009,6.155159,0.628753,0.628753,0.628753,0.994,0.994,0.994
890,'2017/02/12 14:05:12:079',14,398.812347,222.467316,4.616078,0.080872,0.002153,0.096208,14.06692,9.822449,7.410795,7.434489,2.497948,2.498049,27.214367,6.02151,0.628753,0.628753,0.628753,0.994,0.994,0.994
891,'2017/02/12 14:05:12:111',14,400.42627,222.572159,4.620306,0.081898,0.002918,0.092282,14.081329,9.803821,7.429104,7.450066,2.528863,2.512329,27.216713,5.950209,0.628753,0.628753,0.628753,0.994,0.994,0.994
892,'2017/02/12 14:05:12:143',14,401.717957,222.679077,4.625988,0.08455,0.002557,0.09335,14.082957,9.772556,7.469851,7.501256,2.522651,2.518132,27.122316,6.023767,0.628753,0.628753,0.628753,0.994,0.994,0.994
893,'2017/02/12 14:05:12:159',14,401.717957,222.679077,4.625988,0.08455,0.002557,0.09335,14.082957,9.772556,7.469851,7.501256,2.522651,2.518132,27.122316,6.023767,0.628753,0.628753,0.628753,0.994,0.994,0.994
894,'2017/02/12 14:05:12:180',14,402.975952,222.746002,4.62548,0.080092,0.001001,0.09392,14.053887,9.83372,7.471483,7.499315,2.500388,2.486071,27.147659,5.975252,0.628753,0.628753,0.628753,0.994,0.994,0.994
895,'2017/02/12 14:05:12:228',14,403.936249,222.820984,4.625504,0.07973,-0.000087,0.096283,14.070716,9.764729,7.463675,7.489511,2.532753,2.515256,27.140795,5.950059,0.628753,0.628753,0.628753,0.994,0.994,0.994
896,'2017/02/12 14:05:12:242',14,404.760162,222.845383,4.627946,0.077697,-0.003457,0.097995,14.076931,9.827407,7.456095,7.481895,2.548433,2.534668,27.070625,5.962002,0.628753,0.628753,0.628753,0.994,0.994,0.994
897,'2017/02/12 14:05:12:280',14,405.032135,223.135666,4.628612,0.075801,-0.002173,0.09928,14.104163,9.78937,7.443284,7.465787,2.556661,2.536882,27.010336,6.007649,0.628753,0.628753,0.628753,0.994,0.994,0.994
898,'2017/02/12 14:05:12:293',14,405.032135,223.135666,4.628612,0.075801,-0.002173,0.09928,14.104163,9.78937,7.443284,7.465787,2.556661,2.536882,27.010336,6.007649,0.628753,0.628753,0.628753,0.994,0.994,0.994
899,'2017/02/12 14:05:12:331',14,404.880035,223.108459,4.631505,0.074575,-0.008829,0.103949,14.065539,9.86787,7.435018,7.449976,2.529928,2.526162,27.084091,6.000925,0.628753,0.628753,0.628753,0.994,0.994,0.994
900,'2017/02/12 14:05:12:348',14,404.203308,223.052063,4.63383,0.074954,-0.004251,0.100873,14.064441,9.777328,7.440455,7.459179,2.474028,2.460387,27.099581,6.132365,0.628753,0.628753,0.628753,0.994,0.994,0.994
