@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs_yue-1 numeric
@attribute outputs_yue-2 numeric
@attribute outputs_yue-3 numeric
@attribute outputs_yue-4 numeric
@attribute outputs_yue-5 numeric
@attribute outputs_yue-6 numeric

@data
402,'2017/02/12 13:42:59:577',6,97.543419,0.000902,0.939283,82.738907,0.000622,0.000372,0,17.979948,85.921989,90.865761,3.973952,0.00001,0.010893,0.000712,0.034458,0.000001,99.994385,25.61434,99.996437,94.866081,0,0.000107,3.683434,99.920975,99.928406,0.000328,70.564323,13.979469,3.592381,-6.933177,-6.021852,156.50563,0,0,0,0,0,0
403,'2017/02/12 13:42:59:598',6,97.543419,0.000902,0.939283,82.738907,0.000622,0.000372,0,17.979948,85.921989,90.865761,3.973952,0.00001,0.010893,0.000712,0.034458,0.000001,99.994385,25.61434,99.996437,94.866081,0,0.000107,3.683434,99.920975,99.928406,0.000328,70.564323,13.979469,3.592381,-6.933177,-6.021852,156.50563,0,0,0,0,0,0
404,'2017/02/12 13:42:59:650',6,97.543419,0.000902,0.939283,82.738907,0.000622,0.000372,0,17.979948,85.921989,90.865761,3.973952,0.00001,0.010893,0.000712,0.034458,0.000001,99.994385,25.61434,99.996437,94.866081,0,0.000107,3.683434,99.920975,99.928406,0.000328,70.564323,13.979469,3.592381,-6.933177,-6.021852,156.50563,0,0,0,0,0,0
405,'2017/02/12 13:42:59:667',6,97.543419,0.000902,0.939283,82.738907,0.000622,0.000372,0,17.979948,85.921989,90.865761,3.973952,0.00001,0.010893,0.000712,0.034458,0.000001,99.994385,25.61434,99.996437,94.866081,0,0.000107,3.683434,99.920975,99.928406,0.000328,70.564323,13.979469,3.592381,-6.933177,-6.021852,156.50563,0,0,0,0,0,0
406,'2017/02/12 13:42:59:682',6,97.281815,0.001008,1.344031,79.105049,0.000615,0.000407,0,16.329012,90.717064,90.700951,3.110037,0.000008,0.021579,0.001035,0.039443,0.000001,99.994865,27.869368,99.994576,94.865181,0,0.000107,4.813251,99.920952,99.927429,0.000447,73.854538,11.41063,4.111769,-8.047088,-6.502483,156.003204,0,0,0,0,0,0
407,'2017/02/12 13:42:59:719',6,97.281815,0.001008,1.344031,79.105049,0.000615,0.000407,0,16.329012,90.717064,90.700951,3.110037,0.000008,0.021579,0.001035,0.039443,0.000001,99.994865,27.869368,99.994576,94.865181,0,0.000107,4.813251,99.920952,99.927429,0.000447,73.854538,11.41063,4.111769,-8.047088,-6.502483,156.003204,0,0,0,0,0,0
408,'2017/02/12 13:42:59:750',6,97.281815,0.001008,1.344031,79.105049,0.000615,0.000407,0,16.329012,90.717064,90.700951,3.110037,0.000008,0.021579,0.001035,0.039443,0.000001,99.994865,27.869368,99.994576,94.865181,0,0.000107,4.813251,99.920952,99.927429,0.000447,73.854538,11.41063,4.111769,-8.047088,-6.502483,156.003204,0,0,0,0,0,0
409,'2017/02/12 13:42:59:778',6,97.588593,0.000915,1.556066,75.574051,0.000484,0.000338,0,9.598034,83.614578,91.180893,2.681827,0.000006,0.022018,0.001181,0.041241,0.000001,99.996208,25.853405,99.995331,94.393959,0,0.000107,3.716027,99.920952,99.926941,0.000277,69.762527,14.784912,3.497256,-9.303924,-6.173427,156.262466,0,0,0,0,0,0
410,'2017/02/12 13:42:59:784',6,97.588593,0.000915,1.556066,75.574051,0.000484,0.000338,0,9.598034,83.614578,91.180893,2.681827,0.000006,0.022018,0.001181,0.041241,0.000001,99.996208,25.853405,99.995331,94.393959,0,0.000107,3.716027,99.920952,99.926941,0.000277,69.762527,14.784912,3.497256,-9.303924,-6.173427,156.262466,0,0,0,0,0,0
411,'2017/02/12 13:42:59:818',6,97.588593,0.000915,1.556066,75.574051,0.000484,0.000338,0,9.598034,83.614578,91.180893,2.681827,0.000006,0.022018,0.001181,0.041241,0.000001,99.996208,25.853405,99.995331,94.393959,0,0.000107,3.716027,99.920952,99.926941,0.000277,69.762527,14.784912,3.497256,-9.303924,-6.173427,156.262466,0,0,0,0,0,0
412,'2017/02/12 13:42:59:851',6,97.588593,0.000915,1.556066,75.574051,0.000484,0.000338,0,9.598034,83.614578,91.180893,2.681827,0.000006,0.022018,0.001181,0.041241,0.000001,99.996208,25.853405,99.995331,94.393959,0,0.000107,3.716027,99.920952,99.926941,0.000277,69.762527,14.784912,3.497256,-9.303924,-6.173427,156.262466,0,0,0,0,0,0
413,'2017/02/12 13:42:59:883',6,97.588593,0.000915,1.556066,75.574051,0.000484,0.000338,0,9.598034,83.614578,91.180893,2.681827,0.000006,0.022018,0.001181,0.041241,0.000001,99.996208,25.853405,99.995331,94.393959,0,0.000107,3.716027,99.920952,99.926941,0.000277,69.762527,14.784912,3.497256,-9.303924,-6.173427,156.262466,0,0,0,0,0,0
414,'2017/02/12 13:42:59:918',6,97.588593,0.000915,1.556066,75.574051,0.000484,0.000338,0,9.598034,83.614578,91.180893,2.681827,0.000006,0.022018,0.001181,0.041241,0.000001,99.996208,25.853405,99.995331,94.393959,0,0.000107,3.716027,99.920952,99.926941,0.000277,69.762527,14.784912,3.497256,-9.303924,-6.173427,156.262466,0,0,0,0,0,0
415,'2017/02/12 13:42:59:936',6,97.498489,0.00089,1.613269,73.323944,0.00038,0.000273,0,11.549722,84.736755,92.16787,2.874213,0.000005,0.026164,0.001688,0.038504,0.000001,99.996948,29.105967,99.996246,96.149551,0,0.000107,5.838388,99.920967,99.926811,0.000298,70.52813,11.942979,3.685292,-8.211907,-6.740141,156.699829,0,0,0,0,0,0
416,'2017/02/12 13:42:59:936',6,97.498489,0.00089,1.613269,73.323944,0.00038,0.000273,0,11.549722,84.736755,92.16787,2.874213,0.000005,0.026164,0.001688,0.038504,0.000001,99.996948,29.105967,99.996246,96.149551,0,0.000107,5.838388,99.920967,99.926811,0.000298,70.52813,11.942979,3.685292,-8.211907,-6.740141,156.699829,0,0,0,0,0,0
417,'2017/02/12 13:42:59:974',6,98.055893,0.001128,1.29962,76.938652,0.000454,0.000158,0,9.637663,85.43692,92.462494,3.173954,0.000004,0.017836,0.00211,0.040922,0,99.997223,29.883989,99.997688,95.665169,0,0.000107,6.272322,99.92099,99.927574,0.000314,70.638618,11.588524,2.396328,-8.64365,-6.851729,156.424072,0,0,0,0,0,0
418,'2017/02/12 13:43:00:001',6,98.055893,0.001128,1.29962,76.938652,0.000454,0.000158,0,9.637663,85.43692,92.462494,3.173954,0.000004,0.017836,0.00211,0.040922,0,99.997223,29.883989,99.997688,95.665169,0,0.000107,6.272322,99.92099,99.927574,0.000314,70.638618,11.588524,2.396328,-8.64365,-6.851729,156.424072,0,0,0,0,0,0
419,'2017/02/12 13:43:05:922',7,97.929169,0.000006,99.972572,0.001088,74.787659,99.199638,0,99.999977,99.838303,0.000765,0.017454,0.010638,90.517677,0.123212,1.336509,88.837479,0.006315,0.001678,0.029302,0.001363,0.000569,5.119915,0.001274,99.84433,0.00007,0.077034,85.120232,-99.970261,2.718525,-8.758122,-3.871974,169.091812,0,0,0,1,1,1
420,'2017/02/12 13:43:05:948',7,97.929169,0.000006,99.972572,0.001088,74.787659,99.199638,0,99.999977,99.838303,0.000765,0.017454,0.010638,90.517677,0.123212,1.336509,88.837479,0.006315,0.001678,0.029302,0.001363,0.000569,5.119915,0.001274,99.84433,0.00007,0.077034,85.120232,-99.970261,2.718525,-8.758122,-3.871974,169.091812,0,0,0,1,1,1
421,'2017/02/12 13:43:05:983',7,97.929169,0.000006,99.972572,0.001088,74.787659,99.199638,0,99.999977,99.838303,0.000765,0.017454,0.010638,90.517677,0.123212,1.336509,88.837479,0.006315,0.001678,0.029302,0.001363,0.000569,5.119915,0.001274,99.84433,0.00007,0.077034,85.120232,-99.970261,2.718525,-8.758122,-3.871974,169.091812,0,0,0,1,1,1
422,'2017/02/12 13:43:06:015',7,97.929169,0.000006,99.972572,0.001088,74.787659,99.199638,0,99.999977,99.838303,0.000765,0.017454,0.010638,90.517677,0.123212,1.336509,88.837479,0.006315,0.001678,0.029302,0.001363,0.000569,5.119915,0.001274,99.84433,0.00007,0.077034,85.120232,-99.970261,2.718525,-8.758122,-3.871974,169.091812,0,0,0,1,1,1
423,'2017/02/12 13:43:06:022',7,97.694069,0.000006,99.963295,0.000853,91.370621,99.357094,0,99.999962,99.829468,0.000774,0.017583,0.014387,79.540672,0.101308,1.584386,91.912071,0.00379,0.001495,0.034254,0.00104,0.000871,30.631676,0.001041,99.858971,0.00007,0.087824,85.109558,-99.965408,3.268209,-9.094086,-4.306283,170.798035,0,0,0,1,1,1
424,'2017/02/12 13:43:06:049',7,97.694069,0.000006,99.963295,0.000853,91.370621,99.357094,0,99.999962,99.829468,0.000774,0.017583,0.014387,79.540672,0.101308,1.584386,91.912071,0.00379,0.001495,0.034254,0.00104,0.000871,30.631676,0.001041,99.858971,0.00007,0.087824,85.109558,-99.965408,3.268209,-9.094086,-4.306283,170.798035,0,0,0,1,1,1
425,'2017/02/12 13:43:06:080',7,97.694069,0.000006,99.963295,0.000853,91.370621,99.357094,0,99.999962,99.829468,0.000774,0.017583,0.014387,79.540672,0.101308,1.584386,91.912071,0.00379,0.001495,0.034254,0.00104,0.000871,30.631676,0.001041,99.858971,0.00007,0.087824,85.109558,-99.965408,3.268209,-9.094086,-4.306283,170.798035,0,0,0,1,1,1
426,'2017/02/12 13:43:06:117',7,97.694069,0.000006,99.963295,0.000853,91.370621,99.357094,0,99.999962,99.829468,0.000774,0.017583,0.014387,79.540672,0.101308,1.584386,91.912071,0.00379,0.001495,0.034254,0.00104,0.000871,30.631676,0.001041,99.858971,0.00007,0.087824,85.109558,-99.965408,3.268209,-9.094086,-4.306283,170.798035,0,0,0,1,1,1
427,'2017/02/12 13:43:06:151',7,97.694069,0.000006,99.963295,0.000853,91.370621,99.357094,0,99.999962,99.829468,0.000774,0.017583,0.014387,79.540672,0.101308,1.584386,91.912071,0.00379,0.001495,0.034254,0.00104,0.000871,30.631676,0.001041,99.858971,0.00007,0.087824,85.109558,-99.965408,3.268209,-9.094086,-4.306283,170.798035,0,0,0,1,1,1
428,'2017/02/12 13:43:06:166',7,98.076309,0.000014,99.935516,0.001002,95.571426,99.512489,0,99.999931,99.75351,0.000568,0.019111,0.028363,33.235397,0.128076,2.653923,90.808662,0.001479,0.00156,0.038283,0.000618,0.000472,29.447832,0.001119,99.891159,0.00007,0.192524,85.061691,-95.792969,2.34249,-9.78246,-4.586542,168.979202,0,0,0,1,1,1
429,'2017/02/12 13:43:06:185',7,98.076309,0.000014,99.935516,0.001002,95.571426,99.512489,0,99.999931,99.75351,0.000568,0.019111,0.028363,33.235397,0.128076,2.653923,90.808662,0.001479,0.00156,0.038283,0.000618,0.000472,29.447832,0.001119,99.891159,0.00007,0.192524,85.061691,-95.792969,2.34249,-9.78246,-4.586542,168.979202,0,0,0,1,1,1
430,'2017/02/12 13:43:06:217',7,98.076309,0.000014,99.935516,0.001002,95.571426,99.512489,0,99.999931,99.75351,0.000568,0.019111,0.028363,33.235397,0.128076,2.653923,90.808662,0.001479,0.00156,0.038283,0.000618,0.000472,29.447832,0.001119,99.891159,0.00007,0.192524,85.061691,-95.792969,2.34249,-9.78246,-4.586542,168.979202,0,0,0,1,1,1
431,'2017/02/12 13:43:06:253',7,98.076309,0.000014,99.935516,0.001002,95.571426,99.512489,0,99.999931,99.75351,0.000568,0.019111,0.028363,33.235397,0.128076,2.653923,90.808662,0.001479,0.00156,0.038283,0.000618,0.000472,29.447832,0.001119,99.891159,0.00007,0.192524,85.061691,-95.792969,2.34249,-9.78246,-4.586542,168.979202,0,0,0,1,1,1
432,'2017/02/12 13:43:06:257',7,97.214859,0.00001,99.900124,0.000488,93.890343,99.249504,0,99.999786,99.678596,0.0006,0.016217,0.038668,27.626091,0.123069,3.070489,76.276314,0.000902,0.002184,0.019026,0.000363,0.000407,68.750504,0.002901,99.876968,0.00007,0.268434,85.010239,-89.250534,4.236883,-9.403845,-4.487356,170.956863,0,0,0,1,1,1
433,'2017/02/12 13:43:06:270',7,97.214859,0.00001,99.900124,0.000488,93.890343,99.249504,0,99.999786,99.678596,0.0006,0.016217,0.038668,27.626091,0.123069,3.070489,76.276314,0.000902,0.002184,0.019026,0.000363,0.000407,68.750504,0.002901,99.876968,0.00007,0.268434,85.010239,-89.250534,4.236883,-9.403845,-4.487356,170.956863,0,0,0,1,1,1
434,'2017/02/12 13:43:06:319',7,97.214859,0.00001,99.900124,0.000488,93.890343,99.249504,0,99.999786,99.678596,0.0006,0.016217,0.038668,27.626091,0.123069,3.070489,76.276314,0.000902,0.002184,0.019026,0.000363,0.000407,68.750504,0.002901,99.876968,0.00007,0.268434,85.010239,-89.250534,4.236883,-9.403845,-4.487356,170.956863,0,0,0,1,1,1
435,'2017/02/12 13:43:06:336',7,97.214859,0.00001,99.900124,0.000488,93.890343,99.249504,0,99.999786,99.678596,0.0006,0.016217,0.038668,27.626091,0.123069,3.070489,76.276314,0.000902,0.002184,0.019026,0.000363,0.000407,68.750504,0.002901,99.876968,0.00007,0.268434,85.010239,-89.250534,4.236883,-9.403845,-4.487356,170.956863,0,0,0,1,1,1
436,'2017/02/12 13:43:06:353',7,97.933571,0.000009,99.83699,0.000832,91.485748,97.936783,0,99.999573,99.555954,0.000517,0.019243,0.064778,16.826714,0.119885,4.163168,55.013042,0.000526,0.002483,0.011177,0.000263,0.000314,70.065666,0.011672,99.853302,0.00007,0.454729,84.922699,-78.899651,2.707657,-9.336827,-4.807516,170.929886,0,0,0,1,1,1
437,'2017/02/12 13:43:06:384',7,97.933571,0.000009,99.83699,0.000832,91.485748,97.936783,0,99.999573,99.555954,0.000517,0.019243,0.064778,16.826714,0.119885,4.163168,55.013042,0.000526,0.002483,0.011177,0.000263,0.000314,70.065666,0.011672,99.853302,0.00007,0.454729,84.922699,-78.899651,2.707657,-9.336827,-4.807516,170.929886,0,0,0,1,1,1
438,'2017/02/12 13:43:06:416',7,97.933571,0.000009,99.83699,0.000832,91.485748,97.936783,0,99.999573,99.555954,0.000517,0.019243,0.064778,16.826714,0.119885,4.163168,55.013042,0.000526,0.002483,0.011177,0.000263,0.000314,70.065666,0.011672,99.853302,0.00007,0.454729,84.922699,-78.899651,2.707657,-9.336827,-4.807516,170.929886,0,0,0,1,1,1
439,'2017/02/12 13:43:06:452',7,97.933571,0.000009,99.83699,0.000832,91.485748,97.936783,0,99.999573,99.555954,0.000517,0.019243,0.064778,16.826714,0.119885,4.163168,55.013042,0.000526,0.002483,0.011177,0.000263,0.000314,70.065666,0.011672,99.853302,0.00007,0.454729,84.922699,-78.899651,2.707657,-9.336827,-4.807516,170.929886,0,0,0,1,1,1
440,'2017/02/12 13:43:06:453',7,98.243652,0.000008,99.640381,0.000574,79.356834,95.521835,0,99.998352,99.588242,0.000446,0.024108,0.074421,8.222119,0.146292,5.301918,47.375397,0.00032,0.002535,0.007594,0.000163,0.000176,43.528805,0.019245,99.646912,0.00007,0.599744,84.808754,-70.408409,1.878923,-10.738052,-4.292211,172.707275,0,0,0,1,1,1
441,'2017/02/12 13:43:06:471',7,98.243652,0.000008,99.640381,0.000574,79.356834,95.521835,0,99.998352,99.588242,0.000446,0.024108,0.074421,8.222119,0.146292,5.301918,47.375397,0.00032,0.002535,0.007594,0.000163,0.000176,43.528805,0.019245,99.646912,0.00007,0.599744,84.808754,-70.408409,1.878923,-10.738052,-4.292211,172.707275,0,0,0,1,1,1
442,'2017/02/12 13:43:06:518',7,98.243652,0.000008,99.640381,0.000574,79.356834,95.521835,0,99.998352,99.588242,0.000446,0.024108,0.074421,8.222119,0.146292,5.301918,47.375397,0.00032,0.002535,0.007594,0.000163,0.000176,43.528805,0.019245,99.646912,0.00007,0.599744,84.808754,-70.408409,1.878923,-10.738052,-4.292211,172.707275,0,0,0,1,1,1
443,'2017/02/12 13:43:06:535',7,98.243652,0.000008,99.640381,0.000574,79.356834,95.521835,0,99.998352,99.588242,0.000446,0.024108,0.074421,8.222119,0.146292,5.301918,47.375397,0.00032,0.002535,0.007594,0.000163,0.000176,43.528805,0.019245,99.646912,0.00007,0.599744,84.808754,-70.408409,1.878923,-10.738052,-4.292211,172.707275,0,0,0,1,1,1
444,'2017/02/12 13:43:06:586',7,98.243652,0.000008,99.640381,0.000574,79.356834,95.521835,0,99.998352,99.588242,0.000446,0.024108,0.074421,8.222119,0.146292,5.301918,47.375397,0.00032,0.002535,0.007594,0.000163,0.000176,43.528805,0.019245,99.646912,0.00007,0.599744,84.808754,-70.408409,1.878923,-10.738052,-4.292211,172.707275,0,0,0,1,1,1
445,'2017/02/12 13:43:06:590',7,98.26255,0.000005,99.345985,0.001027,69.342575,94.546265,0,99.997841,99.408508,0.000482,0.028143,0.095862,5.065374,0.178141,5.69324,45.068226,0.00025,0.003041,0.009492,0.000169,0.000118,18.548628,0.02238,99.26548,0.000071,0.653808,84.547813,-65.724213,1.823866,-10.716995,-4.538839,171.485352,0,0,0,1,1,1
446,'2017/02/12 13:43:06:603',7,98.26255,0.000005,99.345985,0.001027,69.342575,94.546265,0,99.997841,99.408508,0.000482,0.028143,0.095862,5.065374,0.178141,5.69324,45.068226,0.00025,0.003041,0.009492,0.000169,0.000118,18.548628,0.02238,99.26548,0.000071,0.653808,84.547813,-65.724213,1.823866,-10.716995,-4.538839,171.485352,0,0,0,1,1,1
447,'2017/02/12 13:43:06:653',7,98.26255,0.000005,99.345985,0.001027,69.342575,94.546265,0,99.997841,99.408508,0.000482,0.028143,0.095862,5.065374,0.178141,5.69324,45.068226,0.00025,0.003041,0.009492,0.000169,0.000118,18.548628,0.02238,99.26548,0.000071,0.653808,84.547813,-65.724213,1.823866,-10.716995,-4.538839,171.485352,0,0,0,1,1,1
448,'2017/02/12 13:43:06:670',7,98.26255,0.000005,99.345985,0.001027,69.342575,94.546265,0,99.997841,99.408508,0.000482,0.028143,0.095862,5.065374,0.178141,5.69324,45.068226,0.00025,0.003041,0.009492,0.000169,0.000118,18.548628,0.02238,99.26548,0.000071,0.653808,84.547813,-65.724213,1.823866,-10.716995,-4.538839,171.485352,0,0,0,1,1,1
449,'2017/02/12 13:43:06:692',7,98.192993,0.000003,99.284767,0.002425,64.071289,93.276772,0,99.997841,99.182808,0.000464,0.037493,0.094653,14.308132,0.149105,4.87948,39.824154,0.000229,0.004549,0.01403,0.000161,0.000115,8.370545,0.031539,98.928604,0.000071,0.603548,84.418907,-65.269531,2.023669,-10.515265,-5.259926,170.40741,0,0,0,1,1,1
450,'2017/02/12 13:43:06:722',7,98.192993,0.000003,99.284767,0.002425,64.071289,93.276772,0,99.997841,99.182808,0.000464,0.037493,0.094653,14.308132,0.149105,4.87948,39.824154,0.000229,0.004549,0.01403,0.000161,0.000115,8.370545,0.031539,98.928604,0.000071,0.603548,84.418907,-65.269531,2.023669,-10.515265,-5.259926,170.40741,0,0,0,1,1,1
451,'2017/02/12 13:43:06:752',7,98.192993,0.000003,99.284767,0.002425,64.071289,93.276772,0,99.997841,99.182808,0.000464,0.037493,0.094653,14.308132,0.149105,4.87948,39.824154,0.000229,0.004549,0.01403,0.000161,0.000115,8.370545,0.031539,98.928604,0.000071,0.603548,84.418907,-65.269531,2.023669,-10.515265,-5.259926,170.40741,0,0,0,1,1,1
452,'2017/02/12 13:43:06:780',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
453,'2017/02/12 13:43:06:790',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
454,'2017/02/12 13:43:06:823',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
455,'2017/02/12 13:43:06:849',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
456,'2017/02/12 13:43:06:887',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
457,'2017/02/12 13:43:06:918',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
458,'2017/02/12 13:43:06:954',7,97.820831,0.000007,99.158821,0.006647,61.208416,91.042015,0,99.998215,99.227325,0.000628,0.052751,0.118664,14.452251,0.214328,3.632152,32.578167,0.000212,0.004546,0.020408,0.000195,0.000105,1.52856,0.050649,98.676994,0.000072,0.683128,84.353516,-62.302219,2.979011,-8.642496,-4.188257,171.357712,0,0,0,1,1,1
459,'2017/02/12 13:43:06:955',7,98.157013,0.000013,99.304268,0.008668,67.26017,91.511642,0,99.998413,99.231438,0.000803,0.073656,0.140212,19.774319,0.203546,2.784795,35.298702,0.000222,0.004237,0.024161,0.000271,0.000141,1.636487,0.04238,99.146164,0.000071,0.596119,84.45089,-66.542168,2.124119,-9.843868,-6.181755,171.095947,0,0,0,1,1,1
460,'2017/02/12 13:43:06:986',7,98.157013,0.000013,99.304268,0.008668,67.26017,91.511642,0,99.998413,99.231438,0.000803,0.073656,0.140212,19.774319,0.203546,2.784795,35.298702,0.000222,0.004237,0.024161,0.000271,0.000141,1.636487,0.04238,99.146164,0.000071,0.596119,84.45089,-66.542168,2.124119,-9.843868,-6.181755,171.095947,0,0,0,1,1,1
461,'2017/02/12 13:43:07:018',7,98.157013,0.000013,99.304268,0.008668,67.26017,91.511642,0,99.998413,99.231438,0.000803,0.073656,0.140212,19.774319,0.203546,2.784795,35.298702,0.000222,0.004237,0.024161,0.000271,0.000141,1.636487,0.04238,99.146164,0.000071,0.596119,84.45089,-66.542168,2.124119,-9.843868,-6.181755,171.095947,0,0,0,1,1,1
462,'2017/02/12 13:43:07:039',7,98.157013,0.000013,99.304268,0.008668,67.26017,91.511642,0,99.998413,99.231438,0.000803,0.073656,0.140212,19.774319,0.203546,2.784795,35.298702,0.000222,0.004237,0.024161,0.000271,0.000141,1.636487,0.04238,99.146164,0.000071,0.596119,84.45089,-66.542168,2.124119,-9.843868,-6.181755,171.095947,0,0,0,1,1,1
463,'2017/02/12 13:43:07:055',7,97.969681,0.000021,99.149345,0.008893,71.89431,89.838585,0,99.998978,99.497536,0.000772,0.06639,0.148799,7.423107,0.224551,1.679047,36.403946,0.000234,0.00357,0.021154,0.000317,0.000136,1.573879,0.039427,99.378494,0.000072,0.734004,84.453979,-64.647072,2.617665,-11.204622,-5.448024,172.355515,0,0,0,1,1,1
464,'2017/02/12 13:43:07:088',7,97.969681,0.000021,99.149345,0.008893,71.89431,89.838585,0,99.998978,99.497536,0.000772,0.06639,0.148799,7.423107,0.224551,1.679047,36.403946,0.000234,0.00357,0.021154,0.000317,0.000136,1.573879,0.039427,99.378494,0.000072,0.734004,84.453979,-64.647072,2.617665,-11.204622,-5.448024,172.355515,0,0,0,1,1,1
465,'2017/02/12 13:43:07:118',7,97.969681,0.000021,99.149345,0.008893,71.89431,89.838585,0,99.998978,99.497536,0.000772,0.06639,0.148799,7.423107,0.224551,1.679047,36.403946,0.000234,0.00357,0.021154,0.000317,0.000136,1.573879,0.039427,99.378494,0.000072,0.734004,84.453979,-64.647072,2.617665,-11.204622,-5.448024,172.355515,0,0,0,1,1,1
466,'2017/02/12 13:43:07:155',7,97.969681,0.000021,99.149345,0.008893,71.89431,89.838585,0,99.998978,99.497536,0.000772,0.06639,0.148799,7.423107,0.224551,1.679047,36.403946,0.000234,0.00357,0.021154,0.000317,0.000136,1.573879,0.039427,99.378494,0.000072,0.734004,84.453979,-64.647072,2.617665,-11.204622,-5.448024,172.355515,0,0,0,1,1,1
467,'2017/02/12 13:43:07:160',7,97.766747,0.000033,99.173447,0.004928,74.316345,90.398575,0,99.998428,99.584595,0.000752,0.070036,0.115624,2.598821,0.174285,1.607718,37.288616,0.000292,0.003486,0.024303,0.000302,0.000137,1.43235,0.037203,99.477615,0.000072,0.786666,84.504066,-64.193085,3.104363,-10.710753,-5.41625,172.627502,0,0,0,1,1,1
468,'2017/02/12 13:43:07:172',7,97.766747,0.000033,99.173447,0.004928,74.316345,90.398575,0,99.998428,99.584595,0.000752,0.070036,0.115624,2.598821,0.174285,1.607718,37.288616,0.000292,0.003486,0.024303,0.000302,0.000137,1.43235,0.037203,99.477615,0.000072,0.786666,84.504066,-64.193085,3.104363,-10.710753,-5.41625,172.627502,0,0,0,1,1,1
469,'2017/02/12 13:43:07:222',7,97.766747,0.000033,99.173447,0.004928,74.316345,90.398575,0,99.998428,99.584595,0.000752,0.070036,0.115624,2.598821,0.174285,1.607718,37.288616,0.000292,0.003486,0.024303,0.000302,0.000137,1.43235,0.037203,99.477615,0.000072,0.786666,84.504066,-64.193085,3.104363,-10.710753,-5.41625,172.627502,0,0,0,1,1,1
470,'2017/02/12 13:43:07:237',7,97.766747,0.000033,99.173447,0.004928,74.316345,90.398575,0,99.998428,99.584595,0.000752,0.070036,0.115624,2.598821,0.174285,1.607718,37.288616,0.000292,0.003486,0.024303,0.000302,0.000137,1.43235,0.037203,99.477615,0.000072,0.786666,84.504066,-64.193085,3.104363,-10.710753,-5.41625,172.627502,0,0,0,1,1,1
471,'2017/02/12 13:43:07:278',7,98.000481,0.000069,98.779472,0.003617,64.701645,91.119492,0,99.998024,99.669846,0.000682,0.065788,0.076706,4.286596,0.146193,1.413142,38.143173,0.000378,0.005104,0.024643,0.000332,0.000101,2.004769,0.035188,98.938026,0.000072,0.765236,84.278305,-62.070724,2.539672,-10.498919,-6.18576,172.679077,0,0,0,1,1,1
