@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs_yue-1 numeric
@attribute outputs_yue-2 numeric
@attribute outputs_yue-3 numeric
@attribute outputs_yue-4 numeric
@attribute outputs_yue-5 numeric
@attribute outputs_yue-6 numeric

@data
472,'2017/02/12 13:43:07:293',7,98.000481,0.000069,98.779472,0.003617,64.701645,91.119492,0,99.998024,99.669846,0.000682,0.065788,0.076706,4.286596,0.146193,1.413142,38.143173,0.000378,0.005104,0.024643,0.000332,0.000101,2.004769,0.035188,98.938026,0.000072,0.765236,84.278305,-62.070724,2.539672,-10.498919,-6.18576,172.679077,0,0,0,1,1,1
473,'2017/02/12 13:43:07:312',7,98.000481,0.000069,98.779472,0.003617,64.701645,91.119492,0,99.998024,99.669846,0.000682,0.065788,0.076706,4.286596,0.146193,1.413142,38.143173,0.000378,0.005104,0.024643,0.000332,0.000101,2.004769,0.035188,98.938026,0.000072,0.765236,84.278305,-62.070724,2.539672,-10.498919,-6.18576,172.679077,0,0,0,1,1,1
474,'2017/02/12 13:43:07:353',7,98.000481,0.000069,98.779472,0.003617,64.701645,91.119492,0,99.998024,99.669846,0.000682,0.065788,0.076706,4.286596,0.146193,1.413142,38.143173,0.000378,0.005104,0.024643,0.000332,0.000101,2.004769,0.035188,98.938026,0.000072,0.765236,84.278305,-62.070724,2.539672,-10.498919,-6.18576,172.679077,0,0,0,1,1,1
475,'2017/02/12 13:43:07:362',7,97.79007,0.000047,97.942947,0.002523,55.051731,91.384056,0,99.997078,99.610435,0.000675,0.071282,0.060227,6.731793,0.117426,1.148576,45.10342,0.000471,0.005566,0.028584,0.000393,0.000077,2.362223,0.022312,97.780266,0.000075,0.66561,83.691872,-61.964775,3.050687,-10.39821,-6.439833,173.912888,0,0,0,1,1,1
476,'2017/02/12 13:43:07:372',7,97.79007,0.000047,97.942947,0.002523,55.051731,91.384056,0,99.997078,99.610435,0.000675,0.071282,0.060227,6.731793,0.117426,1.148576,45.10342,0.000471,0.005566,0.028584,0.000393,0.000077,2.362223,0.022312,97.780266,0.000075,0.66561,83.691872,-61.964775,3.050687,-10.39821,-6.439833,173.912888,0,0,0,1,1,1
477,'2017/02/12 13:43:07:420',7,97.79007,0.000047,97.942947,0.002523,55.051731,91.384056,0,99.997078,99.610435,0.000675,0.071282,0.060227,6.731793,0.117426,1.148576,45.10342,0.000471,0.005566,0.028584,0.000393,0.000077,2.362223,0.022312,97.780266,0.000075,0.66561,83.691872,-61.964775,3.050687,-10.39821,-6.439833,173.912888,0,0,0,1,1,1
478,'2017/02/12 13:43:07:451',7,97.79007,0.000047,97.942947,0.002523,55.051731,91.384056,0,99.997078,99.610435,0.000675,0.071282,0.060227,6.731793,0.117426,1.148576,45.10342,0.000471,0.005566,0.028584,0.000393,0.000077,2.362223,0.022312,97.780266,0.000075,0.66561,83.691872,-61.964775,3.050687,-10.39821,-6.439833,173.912888,0,0,0,1,1,1
479,'2017/02/12 13:43:07:458',7,97.746483,0.000036,95.768379,0.002953,50.613682,86.133148,0,99.993279,99.651054,0.000691,0.065574,0.048538,6.090631,0.08592,1.013994,42.257095,0.000631,0.005746,0.028596,0.0004,0.000073,0.473312,0.026884,96.487221,0.00008,0.74605,82.171021,-59.591022,3.150585,-10.155103,-7.085584,172.877319,0,0,0,1,1,1
480,'2017/02/12 13:43:07:485',7,97.746483,0.000036,95.768379,0.002953,50.613682,86.133148,0,99.993279,99.651054,0.000691,0.065574,0.048538,6.090631,0.08592,1.013994,42.257095,0.000631,0.005746,0.028596,0.0004,0.000073,0.473312,0.026884,96.487221,0.00008,0.74605,82.171021,-59.591022,3.150585,-10.155103,-7.085584,172.877319,0,0,0,1,1,1
481,'2017/02/12 13:43:07:506',7,97.746483,0.000036,95.768379,0.002953,50.613682,86.133148,0,99.993279,99.651054,0.000691,0.065574,0.048538,6.090631,0.08592,1.013994,42.257095,0.000631,0.005746,0.028596,0.0004,0.000073,0.473312,0.026884,96.487221,0.00008,0.74605,82.171021,-59.591022,3.150585,-10.155103,-7.085584,172.877319,0,0,0,1,1,1
482,'2017/02/12 13:43:07:551',7,97.746483,0.000036,95.768379,0.002953,50.613682,86.133148,0,99.993279,99.651054,0.000691,0.065574,0.048538,6.090631,0.08592,1.013994,42.257095,0.000631,0.005746,0.028596,0.0004,0.000073,0.473312,0.026884,96.487221,0.00008,0.74605,82.171021,-59.591022,3.150585,-10.155103,-7.085584,172.877319,0,0,0,1,1,1
483,'2017/02/12 13:43:07:562',7,97.638344,0.000048,95.776535,0.00347,49.291992,82.159462,0,99.989166,99.607101,0.000929,0.080205,0.059046,7.305706,0.074471,0.874512,46.539558,0.000804,0.004766,0.036351,0.000578,0.000071,0.334448,0.020302,96.154976,0.00008,0.678884,82.157768,-60.82959,3.390471,-9.908679,-7.295766,172.313766,0,0,0,1,1,1
484,'2017/02/12 13:43:07:591',7,97.638344,0.000048,95.776535,0.00347,49.291992,82.159462,0,99.989166,99.607101,0.000929,0.080205,0.059046,7.305706,0.074471,0.874512,46.539558,0.000804,0.004766,0.036351,0.000578,0.000071,0.334448,0.020302,96.154976,0.00008,0.678884,82.157768,-60.82959,3.390471,-9.908679,-7.295766,172.313766,0,0,0,1,1,1
485,'2017/02/12 13:43:07:627',7,97.638344,0.000048,95.776535,0.00347,49.291992,82.159462,0,99.989166,99.607101,0.000929,0.080205,0.059046,7.305706,0.074471,0.874512,46.539558,0.000804,0.004766,0.036351,0.000578,0.000071,0.334448,0.020302,96.154976,0.00008,0.678884,82.157768,-60.82959,3.390471,-9.908679,-7.295766,172.313766,0,0,0,1,1,1
486,'2017/02/12 14:02:20:985',8,98.160088,0.327563,0.004747,1.882267,0.38422,0.051656,85.882179,0.000061,32.750607,0.231059,31.492693,0.015093,0.126787,0.018672,0.001263,0.000381,0.082336,1.948807,0.000099,1.612734,0.001181,0.575034,0.808583,1.141396,0.001793,0.217185,0.505056,-11.115196,2.115586,-10.222541,3.686641,144.449066,0,0,0,1,1,1
487,'2017/02/12 14:02:21:001',8,98.160088,0.327563,0.004747,1.882267,0.38422,0.051656,85.882179,0.000061,32.750607,0.231059,31.492693,0.015093,0.126787,0.018672,0.001263,0.000381,0.082336,1.948807,0.000099,1.612734,0.001181,0.575034,0.808583,1.141396,0.001793,0.217185,0.505056,-11.115196,2.115586,-10.222541,3.686641,144.449066,0,0,0,1,1,1
488,'2017/02/12 14:02:21:020',8,98.262772,0.377017,0.005965,2.259326,0.351282,0.050258,86.062355,0.000053,29.993469,0.218954,43.253933,0.01568,0.115539,0.013185,0.001272,0.000504,0.082184,1.792611,0.000133,1.558915,0.001332,0.935242,1.434004,57.614708,0.001787,0.181486,0.463801,-10.034218,1.823235,-9.837037,3.222739,144.068024,0,0,0,1,1,1
489,'2017/02/12 14:02:21:053',8,98.262772,0.377017,0.005965,2.259326,0.351282,0.050258,86.062355,0.000053,29.993469,0.218954,43.253933,0.01568,0.115539,0.013185,0.001272,0.000504,0.082184,1.792611,0.000133,1.558915,0.001332,0.935242,1.434004,57.614708,0.001787,0.181486,0.463801,-10.034218,1.823235,-9.837037,3.222739,144.068024,0,0,0,1,1,1
490,'2017/02/12 14:02:21:087',8,98.262772,0.377017,0.005965,2.259326,0.351282,0.050258,86.062355,0.000053,29.993469,0.218954,43.253933,0.01568,0.115539,0.013185,0.001272,0.000504,0.082184,1.792611,0.000133,1.558915,0.001332,0.935242,1.434004,57.614708,0.001787,0.181486,0.463801,-10.034218,1.823235,-9.837037,3.222739,144.068024,0,0,0,1,1,1
491,'2017/02/12 14:02:21:112',8,97.822784,0.373542,0.006997,3.451712,0.516744,0.03835,96.696388,0.000048,31.426853,0.204913,44.490368,0.017951,0.094975,0.010421,0.001396,0.000501,0.072469,1.514636,0.000104,1.328336,0.001267,1.528172,2.278175,98.783203,0.001787,0.199735,0.483997,-9.777054,2.974458,-10.19562,3.933619,145.383408,0,0,0,1,1,1
492,'2017/02/12 14:02:21:116',8,97.822784,0.373542,0.006997,3.451712,0.516744,0.03835,96.696388,0.000048,31.426853,0.204913,44.490368,0.017951,0.094975,0.010421,0.001396,0.000501,0.072469,1.514636,0.000104,1.328336,0.001267,1.528172,2.278175,98.783203,0.001787,0.199735,0.483997,-9.777054,2.974458,-10.19562,3.933619,145.383408,0,0,0,1,1,1
493,'2017/02/12 14:02:21:152',8,97.822784,0.373542,0.006997,3.451712,0.516744,0.03835,96.696388,0.000048,31.426853,0.204913,44.490368,0.017951,0.094975,0.010421,0.001396,0.000501,0.072469,1.514636,0.000104,1.328336,0.001267,1.528172,2.278175,98.783203,0.001787,0.199735,0.483997,-9.777054,2.974458,-10.19562,3.933619,145.383408,0,0,0,1,1,1
494,'2017/02/12 14:02:21:260',8,97.27668,0.21883,0.007819,3.976681,0.699761,0.030368,88.137703,0.000047,28.663141,0.153947,45.560272,0.018583,0.116772,0.006369,0.001523,0.000662,0.056239,1.225007,0.000181,1.273469,0.001417,3.085401,2.544185,99.631668,0.001805,0.164295,0.449487,-8.581146,4.121468,-10.177075,4.126594,144.172043,0,0,0,1,1,1
495,'2017/02/12 14:02:21:342',8,97.27668,0.21883,0.007819,3.976681,0.699761,0.030368,88.137703,0.000047,28.663141,0.153947,45.560272,0.018583,0.116772,0.006369,0.001523,0.000662,0.056239,1.225007,0.000181,1.273469,0.001417,3.085401,2.544185,99.631668,0.001805,0.164295,0.449487,-8.581146,4.121468,-10.177075,4.126594,144.172043,0,0,0,1,1,1
496,'2017/02/12 14:02:21:354',8,97.840652,0.215947,0.009132,3.83542,0.382719,0.017427,87.612152,0.000084,29.150476,0.144085,48.394592,0.014856,0.08573,0.006251,0.001805,0.000518,0.056913,2.057894,0.00027,1.040864,0.001354,2.14684,3.008393,99.801186,0.001805,0.169736,0.456199,-8.97596,2.932335,-10.54667,3.129128,144.383804,0,0,0,1,1,1
497,'2017/02/12 14:02:21:360',8,97.840652,0.215947,0.009132,3.83542,0.382719,0.017427,87.612152,0.000084,29.150476,0.144085,48.394592,0.014856,0.08573,0.006251,0.001805,0.000518,0.056913,2.057894,0.00027,1.040864,0.001354,2.14684,3.008393,99.801186,0.001805,0.169736,0.456199,-8.97596,2.932335,-10.54667,3.129128,144.383804,0,0,0,1,1,1
498,'2017/02/12 14:02:21:384',8,97.840652,0.215947,0.009132,3.83542,0.382719,0.017427,87.612152,0.000084,29.150476,0.144085,48.394592,0.014856,0.08573,0.006251,0.001805,0.000518,0.056913,2.057894,0.00027,1.040864,0.001354,2.14684,3.008393,99.801186,0.001805,0.169736,0.456199,-8.97596,2.932335,-10.54667,3.129128,144.383804,0,0,0,1,1,1
499,'2017/02/12 14:02:21:419',8,97.840652,0.215947,0.009132,3.83542,0.382719,0.017427,87.612152,0.000084,29.150476,0.144085,48.394592,0.014856,0.08573,0.006251,0.001805,0.000518,0.056913,2.057894,0.00027,1.040864,0.001354,2.14684,3.008393,99.801186,0.001805,0.169736,0.456199,-8.97596,2.932335,-10.54667,3.129128,144.383804,0,0,0,1,1,1
500,'2017/02/12 14:02:21:432',8,97.840652,0.215947,0.009132,3.83542,0.382719,0.017427,87.612152,0.000084,29.150476,0.144085,48.394592,0.014856,0.08573,0.006251,0.001805,0.000518,0.056913,2.057894,0.00027,1.040864,0.001354,2.14684,3.008393,99.801186,0.001805,0.169736,0.456199,-8.97596,2.932335,-10.54667,3.129128,144.383804,0,0,0,1,1,1
501,'2017/02/12 14:02:21:485',8,97.972351,0.182835,0.011373,3.024975,0.391442,0.014287,79.388649,0.000114,30.588909,0.151185,51.688148,0.012383,0.040983,0.006078,0.002157,0.000414,0.063826,2.409964,0.00031,0.786403,0.001264,1.525099,3.238055,99.857483,0.001809,0.186399,0.477364,-9.757927,2.610972,-10.265201,3.473875,144.110016,0,0,0,1,1,1
502,'2017/02/12 14:02:21:488',8,97.972351,0.182835,0.011373,3.024975,0.391442,0.014287,79.388649,0.000114,30.588909,0.151185,51.688148,0.012383,0.040983,0.006078,0.002157,0.000414,0.063826,2.409964,0.00031,0.786403,0.001264,1.525099,3.238055,99.857483,0.001809,0.186399,0.477364,-9.757927,2.610972,-10.265201,3.473875,144.110016,0,0,0,1,1,1
503,'2017/02/12 14:02:21:503',8,97.972351,0.182835,0.011373,3.024975,0.391442,0.014287,79.388649,0.000114,30.588909,0.151185,51.688148,0.012383,0.040983,0.006078,0.002157,0.000414,0.063826,2.409964,0.00031,0.786403,0.001264,1.525099,3.238055,99.857483,0.001809,0.186399,0.477364,-9.757927,2.610972,-10.265201,3.473875,144.110016,0,0,0,1,1,1
504,'2017/02/12 14:02:21:553',8,97.972351,0.182835,0.011373,3.024975,0.391442,0.014287,79.388649,0.000114,30.588909,0.151185,51.688148,0.012383,0.040983,0.006078,0.002157,0.000414,0.063826,2.409964,0.00031,0.786403,0.001264,1.525099,3.238055,99.857483,0.001809,0.186399,0.477364,-9.757927,2.610972,-10.265201,3.473875,144.110016,0,0,0,1,1,1
505,'2017/02/12 14:02:21:568',8,97.972351,0.182835,0.011373,3.024975,0.391442,0.014287,79.388649,0.000114,30.588909,0.151185,51.688148,0.012383,0.040983,0.006078,0.002157,0.000414,0.063826,2.409964,0.00031,0.786403,0.001264,1.525099,3.238055,99.857483,0.001809,0.186399,0.477364,-9.757927,2.610972,-10.265201,3.473875,144.110016,0,0,0,1,1,1
506,'2017/02/12 14:02:21:620',8,97.972351,0.182835,0.011373,3.024975,0.391442,0.014287,79.388649,0.000114,30.588909,0.151185,51.688148,0.012383,0.040983,0.006078,0.002157,0.000414,0.063826,2.409964,0.00031,0.786403,0.001264,1.525099,3.238055,99.857483,0.001809,0.186399,0.477364,-9.757927,2.610972,-10.265201,3.473875,144.110016,0,0,0,1,1,1
507,'2017/02/12 14:02:21:634',8,97.84166,0.17485,0.009201,2.327597,0.278068,0.013644,95.411903,0.000118,30.824223,0.143519,42.910976,0.011391,0.042091,0.006423,0.001863,0.000314,0.070118,1.668404,0.000285,0.856479,0.001259,0.624478,2.9653,99.85582,0.00181,0.18919,0.481042,-9.734955,2.929954,-9.6202,3.838552,146.386093,0,0,0,1,1,1
508,'2017/02/12 14:02:21:637',8,97.84166,0.17485,0.009201,2.327597,0.278068,0.013644,95.411903,0.000118,30.824223,0.143519,42.910976,0.011391,0.042091,0.006423,0.001863,0.000314,0.070118,1.668404,0.000285,0.856479,0.001259,0.624478,2.9653,99.85582,0.00181,0.18919,0.481042,-9.734955,2.929954,-9.6202,3.838552,146.386093,0,0,0,1,1,1
509,'2017/02/12 14:02:21:688',8,97.84166,0.17485,0.009201,2.327597,0.278068,0.013644,95.411903,0.000118,30.824223,0.143519,42.910976,0.011391,0.042091,0.006423,0.001863,0.000314,0.070118,1.668404,0.000285,0.856479,0.001259,0.624478,2.9653,99.85582,0.00181,0.18919,0.481042,-9.734955,2.929954,-9.6202,3.838552,146.386093,0,0,0,1,1,1
510,'2017/02/12 14:02:21:703',8,97.84166,0.17485,0.009201,2.327597,0.278068,0.013644,95.411903,0.000118,30.824223,0.143519,42.910976,0.011391,0.042091,0.006423,0.001863,0.000314,0.070118,1.668404,0.000285,0.856479,0.001259,0.624478,2.9653,99.85582,0.00181,0.18919,0.481042,-9.734955,2.929954,-9.6202,3.838552,146.386093,0,0,0,1,1,1
511,'2017/02/12 14:02:21:755',8,97.84166,0.17485,0.009201,2.327597,0.278068,0.013644,95.411903,0.000118,30.824223,0.143519,42.910976,0.011391,0.042091,0.006423,0.001863,0.000314,0.070118,1.668404,0.000285,0.856479,0.001259,0.624478,2.9653,99.85582,0.00181,0.18919,0.481042,-9.734955,2.929954,-9.6202,3.838552,146.386093,0,0,0,1,1,1
512,'2017/02/12 14:02:21:766',8,97.752632,0.320637,0.007909,1.284087,0.106348,0.012837,93.586601,0.000132,22.990835,0.139196,43.438538,0.011231,0.092781,0.006737,0.001953,0.000309,0.062463,1.284734,0.00028,0.818759,0.00177,0.40202,2.841987,99.862076,0.001793,0.113484,0.377224,-7.598969,3.136593,-10.822601,3.171066,144.946472,0,0,0,1,1,1
513,'2017/02/12 14:02:21:770',8,97.752632,0.320637,0.007909,1.284087,0.106348,0.012837,93.586601,0.000132,22.990835,0.139196,43.438538,0.011231,0.092781,0.006737,0.001953,0.000309,0.062463,1.284734,0.00028,0.818759,0.00177,0.40202,2.841987,99.862076,0.001793,0.113484,0.377224,-7.598969,3.136593,-10.822601,3.171066,144.946472,0,0,0,1,1,1
514,'2017/02/12 14:02:21:820',8,97.752632,0.320637,0.007909,1.284087,0.106348,0.012837,93.586601,0.000132,22.990835,0.139196,43.438538,0.011231,0.092781,0.006737,0.001953,0.000309,0.062463,1.284734,0.00028,0.818759,0.00177,0.40202,2.841987,99.862076,0.001793,0.113484,0.377224,-7.598969,3.136593,-10.822601,3.171066,144.946472,0,0,0,1,1,1
515,'2017/02/12 14:02:21:853',8,97.752632,0.320637,0.007909,1.284087,0.106348,0.012837,93.586601,0.000132,22.990835,0.139196,43.438538,0.011231,0.092781,0.006737,0.001953,0.000309,0.062463,1.284734,0.00028,0.818759,0.00177,0.40202,2.841987,99.862076,0.001793,0.113484,0.377224,-7.598969,3.136593,-10.822601,3.171066,144.946472,0,0,0,1,1,1
516,'2017/02/12 14:02:21:887',8,97.752632,0.320637,0.007909,1.284087,0.106348,0.012837,93.586601,0.000132,22.990835,0.139196,43.438538,0.011231,0.092781,0.006737,0.001953,0.000309,0.062463,1.284734,0.00028,0.818759,0.00177,0.40202,2.841987,99.862076,0.001793,0.113484,0.377224,-7.598969,3.136593,-10.822601,3.171066,144.946472,0,0,0,1,1,1
517,'2017/02/12 14:02:21:921',8,97.702484,0.206743,0.005948,0.756738,0.109514,0.023864,87.9636,0.000136,20.142479,0.123305,34.098293,0.013156,0.149601,0.00626,0.001729,0.000387,0.058862,1.058318,0.000141,0.704825,0.001981,0.377258,2.685575,99.831154,0.001806,0.09301,0.348713,-6.770554,3.249521,-10.02702,4.289595,145.307953,0,0,0,1,1,1
518,'2017/02/12 14:02:21:921',8,97.702484,0.206743,0.005948,0.756738,0.109514,0.023864,87.9636,0.000136,20.142479,0.123305,34.098293,0.013156,0.149601,0.00626,0.001729,0.000387,0.058862,1.058318,0.000141,0.704825,0.001981,0.377258,2.685575,99.831154,0.001806,0.09301,0.348713,-6.770554,3.249521,-10.02702,4.289595,145.307953,0,0,0,1,1,1
519,'2017/02/12 14:02:21:952',8,97.702484,0.206743,0.005948,0.756738,0.109514,0.023864,87.9636,0.000136,20.142479,0.123305,34.098293,0.013156,0.149601,0.00626,0.001729,0.000387,0.058862,1.058318,0.000141,0.704825,0.001981,0.377258,2.685575,99.831154,0.001806,0.09301,0.348713,-6.770554,3.249521,-10.02702,4.289595,145.307953,0,0,0,1,1,1
520,'2017/02/12 14:02:21:988',8,97.702484,0.206743,0.005948,0.756738,0.109514,0.023864,87.9636,0.000136,20.142479,0.123305,34.098293,0.013156,0.149601,0.00626,0.001729,0.000387,0.058862,1.058318,0.000141,0.704825,0.001981,0.377258,2.685575,99.831154,0.001806,0.09301,0.348713,-6.770554,3.249521,-10.02702,4.289595,145.307953,0,0,0,1,1,1
521,'2017/02/12 14:02:21:992',8,97.343178,0.282001,0.004892,0.602681,0.1177,0.022074,98.85141,0.000092,22.983259,0.152076,33.717403,0.009564,0.08035,0.007931,0.001662,0.000352,0.06883,1.249266,0.000091,0.746158,0.001766,0.400721,2.744631,99.826813,0.001798,0.113103,0.378062,-7.802345,3.994441,-10.227542,4.292051,146.444382,0,0,0,1,1,1
522,'2017/02/12 14:02:22:020',8,97.343178,0.282001,0.004892,0.602681,0.1177,0.022074,98.85141,0.000092,22.983259,0.152076,33.717403,0.009564,0.08035,0.007931,0.001662,0.000352,0.06883,1.249266,0.000091,0.746158,0.001766,0.400721,2.744631,99.826813,0.001798,0.113103,0.378062,-7.802345,3.994441,-10.227542,4.292051,146.444382,0,0,0,1,1,1
523,'2017/02/12 14:02:22:055',8,97.343178,0.282001,0.004892,0.602681,0.1177,0.022074,98.85141,0.000092,22.983259,0.152076,33.717403,0.009564,0.08035,0.007931,0.001662,0.000352,0.06883,1.249266,0.000091,0.746158,0.001766,0.400721,2.744631,99.826813,0.001798,0.113103,0.378062,-7.802345,3.994441,-10.227542,4.292051,146.444382,0,0,0,1,1,1
524,'2017/02/12 14:02:22:086',8,97.343178,0.282001,0.004892,0.602681,0.1177,0.022074,98.85141,0.000092,22.983259,0.152076,33.717403,0.009564,0.08035,0.007931,0.001662,0.000352,0.06883,1.249266,0.000091,0.746158,0.001766,0.400721,2.744631,99.826813,0.001798,0.113103,0.378062,-7.802345,3.994441,-10.227542,4.292051,146.444382,0,0,0,1,1,1
525,'2017/02/12 14:02:22:095',8,97.752144,0.353195,0.004613,0.418511,0.169834,0.026623,94.140648,0.00009,25.191874,0.173373,29.404715,0.008609,0.068479,0.008836,0.001753,0.000471,0.07629,1.350879,0.000064,0.740304,0.001622,0.468689,2.7409,99.806602,0.00179,0.131713,0.40227,-8.619308,3.137701,-10.153136,3.100147,144.240372,0,0,0,1,1,1
526,'2017/02/12 14:02:22:122',8,97.752144,0.353195,0.004613,0.418511,0.169834,0.026623,94.140648,0.00009,25.191874,0.173373,29.404715,0.008609,0.068479,0.008836,0.001753,0.000471,0.07629,1.350879,0.000064,0.740304,0.001622,0.468689,2.7409,99.806602,0.00179,0.131713,0.40227,-8.619308,3.137701,-10.153136,3.100147,144.240372,0,0,0,1,1,1
527,'2017/02/12 14:02:22:154',8,97.752144,0.353195,0.004613,0.418511,0.169834,0.026623,94.140648,0.00009,25.191874,0.173373,29.404715,0.008609,0.068479,0.008836,0.001753,0.000471,0.07629,1.350879,0.000064,0.740304,0.001622,0.468689,2.7409,99.806602,0.00179,0.131713,0.40227,-8.619308,3.137701,-10.153136,3.100147,144.240372,0,0,0,1,1,1
528,'2017/02/12 14:02:22:187',8,97.752144,0.353195,0.004613,0.418511,0.169834,0.026623,94.140648,0.00009,25.191874,0.173373,29.404715,0.008609,0.068479,0.008836,0.001753,0.000471,0.07629,1.350879,0.000064,0.740304,0.001622,0.468689,2.7409,99.806602,0.00179,0.131713,0.40227,-8.619308,3.137701,-10.153136,3.100147,144.240372,0,0,0,1,1,1
529,'2017/02/12 14:02:22:222',8,97.752144,0.353195,0.004613,0.418511,0.169834,0.026623,94.140648,0.00009,25.191874,0.173373,29.404715,0.008609,0.068479,0.008836,0.001753,0.000471,0.07629,1.350879,0.000064,0.740304,0.001622,0.468689,2.7409,99.806602,0.00179,0.131713,0.40227,-8.619308,3.137701,-10.153136,3.100147,144.240372,0,0,0,1,1,1
530,'2017/02/12 14:02:22:223',8,97.642639,0.275055,0.010055,0.469358,0.213435,0.02943,76.3004,0.000129,30.488708,0.151721,28.534937,0.008866,0.066141,0.006907,0.001706,0.000648,0.067712,1.472507,0.00005,0.870765,0.00129,0.779788,2.801753,99.810394,0.001798,0.186333,0.473375,-10.303246,3.381151,-9.915599,4.345016,143.412216,0,0,0,1,1,1
531,'2017/02/12 14:02:22:238',8,97.642639,0.275055,0.010055,0.469358,0.213435,0.02943,76.3004,0.000129,30.488708,0.151721,28.534937,0.008866,0.066141,0.006907,0.001706,0.000648,0.067712,1.472507,0.00005,0.870765,0.00129,0.779788,2.801753,99.810394,0.001798,0.186333,0.473375,-10.303246,3.381151,-9.915599,4.345016,143.412216,0,0,0,1,1,1
532,'2017/02/12 14:02:22:288',8,97.642639,0.275055,0.010055,0.469358,0.213435,0.02943,76.3004,0.000129,30.488708,0.151721,28.534937,0.008866,0.066141,0.006907,0.001706,0.000648,0.067712,1.472507,0.00005,0.870765,0.00129,0.779788,2.801753,99.810394,0.001798,0.186333,0.473375,-10.303246,3.381151,-9.915599,4.345016,143.412216,0,0,0,1,1,1
533,'2017/02/12 14:02:22:321',8,97.642639,0.275055,0.010055,0.469358,0.213435,0.02943,76.3004,0.000129,30.488708,0.151721,28.534937,0.008866,0.066141,0.006907,0.001706,0.000648,0.067712,1.472507,0.00005,0.870765,0.00129,0.779788,2.801753,99.810394,0.001798,0.186333,0.473375,-10.303246,3.381151,-9.915599,4.345016,143.412216,0,0,0,1,1,1
534,'2017/02/12 14:02:22:321',8,97.258713,0.255505,0.009591,0.37129,0.236366,0.027738,96.581993,0.000156,32.716198,0.140851,28.984802,0.009854,0.047082,0.008599,0.001659,0.000844,0.065327,1.31991,0.000032,0.867555,0.001177,0.562745,2.626635,99.724518,0.0018,0.215876,0.506449,-10.928879,4.155252,-10.079634,3.958769,144.989487,0,0,0,1,1,1
535,'2017/02/12 14:02:22:354',8,97.258713,0.255505,0.009591,0.37129,0.236366,0.027738,96.581993,0.000156,32.716198,0.140851,28.984802,0.009854,0.047082,0.008599,0.001659,0.000844,0.065327,1.31991,0.000032,0.867555,0.001177,0.562745,2.626635,99.724518,0.0018,0.215876,0.506449,-10.928879,4.155252,-10.079634,3.958769,144.989487,0,0,0,1,1,1
536,'2017/02/12 14:02:22:390',8,97.258713,0.255505,0.009591,0.37129,0.236366,0.027738,96.581993,0.000156,32.716198,0.140851,28.984802,0.009854,0.047082,0.008599,0.001659,0.000844,0.065327,1.31991,0.000032,0.867555,0.001177,0.562745,2.626635,99.724518,0.0018,0.215876,0.506449,-10.928879,4.155252,-10.079634,3.958769,144.989487,0,0,0,1,1,1
537,'2017/02/12 14:02:22:404',8,97.258713,0.255505,0.009591,0.37129,0.236366,0.027738,96.581993,0.000156,32.716198,0.140851,28.984802,0.009854,0.047082,0.008599,0.001659,0.000844,0.065327,1.31991,0.000032,0.867555,0.001177,0.562745,2.626635,99.724518,0.0018,0.215876,0.506449,-10.928879,4.155252,-10.079634,3.958769,144.989487,0,0,0,1,1,1
538,'2017/02/12 14:02:22:453',8,97.258713,0.255505,0.009591,0.37129,0.236366,0.027738,96.581993,0.000156,32.716198,0.140851,28.984802,0.009854,0.047082,0.008599,0.001659,0.000844,0.065327,1.31991,0.000032,0.867555,0.001177,0.562745,2.626635,99.724518,0.0018,0.215876,0.506449,-10.928879,4.155252,-10.079634,3.958769,144.989487,0,0,0,1,1,1
539,'2017/02/12 14:02:22:467',8,97.258713,0.255505,0.009591,0.37129,0.236366,0.027738,96.581993,0.000156,32.716198,0.140851,28.984802,0.009854,0.047082,0.008599,0.001659,0.000844,0.065327,1.31991,0.000032,0.867555,0.001177,0.562745,2.626635,99.724518,0.0018,0.215876,0.506449,-10.928879,4.155252,-10.079634,3.958769,144.989487,0,0,0,1,1,1
540,'2017/02/12 14:02:22:478',8,97.615555,0.333474,0.010746,0.430996,0.286481,0.02781,94.452606,0.000139,29.430666,0.135494,31.711802,0.012169,0.051558,0.007657,0.002024,0.001132,0.057047,1.156086,0.000028,0.939453,0.001366,0.477748,2.491921,99.632843,0.001791,0.17454,0.456853,-9.914856,3.43965,-10.274795,4.262339,144.218033,0,0,0,1,1,1
